ERROR_TYPE,COUNT,PERCENTAGE
Network Error: 404 Client Error: Not Found for url: https://www.agent-fi.ai/asset/images/logo/,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://triplepropagateopen.com/399_info_json/node0.json,1,0.03%
"Network Error: HTTPSConnectionPool(host='prediction.market', port=443): Max retries exceeded with url: /ct/0000000000000000000000000000000000000000000000000000000000000001 (Caused by ConnectTimeoutError(<HTTPSConnection(host='prediction.market', port=443) at 0x7fece4588690>, 'Connection to prediction.market timed out. (connect timeout=15)'))",1,0.03%
Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/DELPOTRO/1,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/BMBDELPOTRO/1,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/BMBMLBB/1,1,0.03%
"Network Error: HTTPSConnectionPool(host='api.avengersnft.com', port=443): Max retries exceeded with url: /api/v1/nft/anft/metadata/ (Caused by ConnectTimeoutError(<HTTPSConnection(host='api.avengersnft.com', port=443) at 0x7fece458a710>, 'Connection to api.avengersnft.com timed out. (connect timeout=15)'))",1,0.03%
"Network Error: HTTPSConnectionPool(host='app.api.30sec.net', port=443): Max retries exceeded with url: /v1/finance/Nft/ScandinavianConnoisseur/1 (Caused by NewConnectionError(""HTTPSConnection(host='app.api.30sec.net', port=443): Failed to establish a new connection: [Errno 111] Connection refused""))",1,0.03%
Network Error: 404 Client Error: Not Found for url: http://56.155.32.169/nft/metadata/102,1,0.03%
"Network Error: HTTPSConnectionPool(host='app.avengersnft.com', port=443): Max retries exceeded with url: /api/v1/nft/metadata/ (Caused by ConnectTimeoutError(<HTTPSConnection(host='app.avengersnft.com', port=443) at 0x7fece458b890>, 'Connection to app.avengersnft.com timed out. (connect timeout=15)'))",1,0.03%
Network Error: 404 Client Error: Not Found for url: https://bscpanda.com/img/tiejun.webp1,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/BMBUKRAINEP/1,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://cryptopia.network/nft/1.json,1,0.03%
"Network Error: HTTPSConnectionPool(host='gateway.lighthouse.storage', port=443): Max retries exceeded with url: /ipfs/bafybeihi3zea4mnmgicolnzyn7oswvlvci46wdvd4ywbhbgvtw22i23equ/2.json (Caused by NewConnectionError(""HTTPSConnection(host='gateway.lighthouse.storage', port=443): Failed to establish a new connection: [Errno 111] Connection refused""))",1,0.03%
On-Chain Parse Error: 'utf-8' codec can't decode byte 0xc1 in position 331: invalid start byte,1,0.03%
Network Error: 502 Server Error: Bad Gateway for url: https://herocard.xwg.games/12/,1,0.03%
"Network Error: HTTPSConnectionPool(host='nft.bscsimp.com', port=443): Max retries exceeded with url: /tokens/1.json (Caused by NameResolutionError(""HTTPSConnection(host='nft.bscsimp.com', port=443): Failed to resolve 'nft.bscsimp.com' ([Errno -2] Name or service not known)""))",1,0.03%
"Network Error: HTTPSConnectionPool(host='panel.digxe.com', port=443): Max retries exceeded with url: /uploads/nft-1774123687342-prqji0g.json (Caused by NameResolutionError(""HTTPSConnection(host='panel.digxe.com', port=443): Failed to resolve 'panel.digxe.com' ([Errno -2] Name or service not known)""))",1,0.03%
Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/SANAULLAH/1,1,0.03%
Network Error: 530 Server Error: <none> for url: https://wallet-baiscs.kucoin-wallet.co/assets/api/mp/nft/meta/1,1,0.03%
"Network Error: HTTPSConnectionPool(host='metadata.pokvault.xyz', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='metadata.pokvault.xyz', port=443): Failed to resolve 'metadata.pokvault.xyz' ([Errno -2] Name or service not known)""))",1,0.03%
"Network Error: HTTPSConnectionPool(host='maker.xnova.network', port=443): Max retries exceeded with url: /uploads/nft-1774045058882-nxyxv9k.json (Caused by NameResolutionError(""HTTPSConnection(host='maker.xnova.network', port=443): Failed to resolve 'maker.xnova.network' ([Errno -2] Name or service not known)""))",1,0.03%
Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/BMBBUNNYPARK/1,1,0.03%
Network Error: 400 Client Error: Bad Request for url: https://land.sinverse.com/nft/metadata/1,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/ELON/1,1,0.03%
"Network Error: HTTPSConnectionPool(host='test.aster-club.com', port=443): Max retries exceeded with url: /nftimg/0 (Caused by NameResolutionError(""HTTPSConnection(host='test.aster-club.com', port=443): Failed to resolve 'test.aster-club.com' ([Errno -2] Name or service not known)""))",1,0.03%
"Network Error: HTTPSConnectionPool(host='www.workwars.games', port=443): Max retries exceeded with url: /api/nft/metadata/1 (Caused by NameResolutionError(""HTTPSConnection(host='www.workwars.games', port=443): Failed to resolve 'www.workwars.games' ([Errno -2] Name or service not known)""))",1,0.03%
Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/LAYC/1,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/APEBSC/1,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/55B8/1,1,0.03%
"On-Chain Parse Error: Expecting ',' delimiter: line 1 column 27 (char 26)",1,0.03%
"Network Error: HTTPSConnectionPool(host='api.nby.network', port=443): Max retries exceeded with url: /nft/dividend/1 (Caused by NameResolutionError(""HTTPSConnection(host='api.nby.network', port=443): Failed to resolve 'api.nby.network' ([Errno -2] Name or service not known)""))",1,0.03%
"Network Error: HTTPConnectionPool(host='159.75.126.10', port=8864): Max retries exceeded with url: /metadata/1 (Caused by ConnectTimeoutError(<HTTPConnection(host='159.75.126.10', port=8864) at 0x7fece656abe0>, 'Connection to 159.75.126.10 timed out. (connect timeout=15)'))",1,0.03%
"Network Error: HTTPConnectionPool(host='159.75.126.10', port=8864): Max retries exceeded with url: /metadata/1 (Caused by ConnectTimeoutError(<HTTPConnection(host='159.75.126.10', port=8864) at 0x7fece656a690>, 'Connection to 159.75.126.10 timed out. (connect timeout=15)'))",1,0.03%
"Network Error: HTTPSConnectionPool(host='www.orakler.com', port=443): Max retries exceeded with url: /0 (Caused by ProtocolError('Connection aborted.', RemoteDisconnected('Remote end closed connection without response')))",1,0.03%
"Network Error: HTTPConnectionPool(host='159.75.126.10', port=8864): Max retries exceeded with url: /metadata/1 (Caused by ConnectTimeoutError(<HTTPConnection(host='159.75.126.10', port=8864) at 0x7fece6568d10>, 'Connection to 159.75.126.10 timed out. (connect timeout=15)'))",1,0.03%
"Network Error: HTTPSConnectionPool(host='www.lkcat.org', port=443): Max retries exceeded with url: /cs_nfts/1 (Caused by SSLError(SSLError(1, '[SSL: TLSV1_ALERT_INTERNAL_ERROR] tlsv1 alert internal error (_ssl.c:1081)')))",1,0.03%
"Network Error: HTTPConnectionPool(host='159.75.126.10', port=8864): Max retries exceeded with url: /metadata/1?seed=81290249140471942047876938824251167996857554113619491281900823097382325146395 (Caused by ConnectTimeoutError(<HTTPConnection(host='159.75.126.10', port=8864) at 0x7fece433c050>, 'Connection to 159.75.126.10 timed out. (connect timeout=15)'))",1,0.03%
Network Error: 404 Client Error: Not Found for url: https://dreamfinance.s3.ap-northeast-1.amazonaws.com/pokemon/metadatas/0,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://star-dapp.s3.ap-east-1.amazonaws.com/nft/planet_1.json,1,0.03%
"Network Error: HTTPSConnectionPool(host='api.laf.network', port=443): Max retries exceeded with url: /nft/1 (Caused by NameResolutionError(""HTTPSConnection(host='api.laf.network', port=443): Failed to resolve 'api.laf.network' ([Errno -2] Name or service not known)""))",1,0.03%
"Network Error: HTTPSConnectionPool(host='btrgtrhbyjuyj.xyz', port=443): Max retries exceeded with url: /boneshibc.json%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%01 (Caused by NameResolutionError(""HTTPSConnection(host='btrgtrhbyjuyj.xyz', port=443): Failed to resolve 'btrgtrhbyjuyj.xyz' ([Errno -2] Name or service not known)""))",1,0.03%
On-Chain Parse Error: 'utf-8' codec can't decode byte 0xc9 in position 542: invalid continuation byte,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://sns-meta.avacus.cc/2/56/0xf5aaca1fcd130cac5238533b0e3006564527f6c7/1,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://sns-meta.avacus.cc/2/56/0x3d8df88ff1b9562f5856729200cf1538141f07ab/1,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/ALPGNFT/1,1,0.03%
"Network Error: HTTPSConnectionPool(host='api.nftfeed.guru', port=443): Max retries exceeded with url: /api/public/metadata/56/0xc4a2772b38273de1c3e37355ef8d57e6830e2dd4/1 (Caused by NameResolutionError(""HTTPSConnection(host='api.nftfeed.guru', port=443): Failed to resolve 'api.nftfeed.guru' ([Errno -2] Name or service not known)""))",1,0.03%
"Network Error: HTTPSConnectionPool(host='huimg.csph.xyz', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLError(1, '[SSL: TLSV1_ALERT_INTERNAL_ERROR] tlsv1 alert internal error (_ssl.c:1081)')))",1,0.03%
Network Error: 404 Client Error: Not Found for url: https://wallet-api.fandomrobotics.com/downloads/nft-metadata/1.json,1,0.03%
"Network Error: HTTPSConnectionPool(host='myplenit.org', port=443): Max retries exceeded with url: /imgNft/TM8R7QRP1ZK.png (Caused by NameResolutionError(""HTTPSConnection(host='myplenit.org', port=443): Failed to resolve 'myplenit.org' ([Errno -5] No address associated with hostname)""))",1,0.03%
"Network Error: HTTPSConnectionPool(host='api.superstep.org', port=443): Max retries exceeded with url: /api/nft/shoe/1 (Caused by NameResolutionError(""HTTPSConnection(host='api.superstep.org', port=443): Failed to resolve 'api.superstep.org' ([Errno -2] Name or service not known)""))",1,0.03%
Network Error: 403 Client Error: Forbidden for url: https://nft.ultimopay.io/nft.json,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/QUARKAPE/1,1,0.03%
"Network Error: HTTPSConnectionPool(host='api.apeswap.finance', port=443): Max retries exceeded with url: /bab-nft/1 (Caused by NameResolutionError(""HTTPSConnection(host='api.apeswap.finance', port=443): Failed to resolve 'api.apeswap.finance' ([Errno -2] Name or service not known)""))",1,0.03%
Network Error: Exceeded 30 redirects.,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/BMBMUSK/1,1,0.03%
"Network Error: HTTPSConnectionPool(host='account.exv.io', port=443): Max retries exceeded with url: /tokens/phase-3-artifact-by-exverse.json (Caused by ConnectTimeoutError(<HTTPSConnection(host='account.exv.io', port=443) at 0x7fece4588690>, 'Connection to account.exv.io timed out. (connect timeout=15)'))",1,0.03%
On-Chain Parse Error: Invalid control character at: line 1 column 309 (char 308),1,0.03%
Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/BMBKRYPTOMON/1,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/BMBOCEANMOLLU/1,1,0.03%
"Network Error: HTTPSConnectionPool(host='metadata.qorpo.world', port=443): Max retries exceeded with url: /contract/aneemate-genesis.json (Caused by NameResolutionError(""HTTPSConnection(host='metadata.qorpo.world', port=443): Failed to resolve 'metadata.qorpo.world' ([Errno -2] Name or service not known)""))",1,0.03%
"Network Error: HTTPSConnectionPool(host='images.poopies.io', port=443): Max retries exceeded with url: /metadata/ (Caused by NameResolutionError(""HTTPSConnection(host='images.poopies.io', port=443): Failed to resolve 'images.poopies.io' ([Errno -2] Name or service not known)""))",1,0.03%
Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/ANDRYUBAR/1,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/BMBFIFTHANNIVERSARY/1,1,0.03%
"Network Error: HTTPSConnectionPool(host='api.commonwealth4.com', port=443): Max retries exceeded with url: /pregame-nft/1 (Caused by NameResolutionError(""HTTPSConnection(host='api.commonwealth4.com', port=443): Failed to resolve 'api.commonwealth4.com' ([Errno -2] Name or service not known)""))",1,0.03%
Network Error: 403 Client Error: Forbidden for url: https://yf.yuliverse.com/prod/md/json/,1,0.03%
"Network Error: HTTPSConnectionPool(host='tcg.blockczech.io', port=443): Max retries exceeded with url: /items/2/ (Caused by NameResolutionError(""HTTPSConnection(host='tcg.blockczech.io', port=443): Failed to resolve 'tcg.blockczech.io' ([Errno -2] Name or service not known)""))",1,0.03%
"Network Error: HTTPConnectionPool(host='159.75.126.10', port=8864): Max retries exceeded with url: /metadata/1 (Caused by ConnectTimeoutError(<HTTPConnection(host='159.75.126.10', port=8864) at 0x7fece656ae00>, 'Connection to 159.75.126.10 timed out. (connect timeout=15)'))",1,0.03%
Network Error: Failed to parse: https://nft.cnft.one:7777contract/0x3e70800dc593bc9b0c073b47cfced3f1c490a6d0,1,0.03%
Network Error: 530 Server Error: <none> for url: https://www.multiverse.so/m/api/search_bep_1155,1,0.03%
On-Chain Parse Error: Invalid control character at: line 1 column 82 (char 81),1,0.03%
"Network Error: HTTPSConnectionPool(host='server.babyswap.io', port=443): Max retries exceeded with url: /api/queryTokenJson/ (Caused by NameResolutionError(""HTTPSConnection(host='server.babyswap.io', port=443): Failed to resolve 'server.babyswap.io' ([Errno -3] Temporary failure in name resolution)""))",1,0.03%
Network Error: 404 Client Error: Not Found for url: https://dao-api.oneworld.xyz/v1/nft/,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/BMBAP/1,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/BMBTOKIDOKI/1,1,0.03%
"Network Error: HTTPSConnectionPool(host='pixel-genetics.com', port=443): Max retries exceeded with url: /api/egg/1 (Caused by NameResolutionError(""HTTPSConnection(host='pixel-genetics.com', port=443): Failed to resolve 'pixel-genetics.com' ([Errno -2] Name or service not known)""))",1,0.03%
Network Error: 404 Client Error: Not Found for url: https://api.rebate.fun/sbt/sbt.json,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/CRYPTOETH/1,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://api.rebate.fun/api/sbt/metadata/,1,0.03%
"Network Error: HTTPSConnectionPool(host='daronft.bitbat.io', port=443): Max retries exceeded with url: /node/1 (Caused by NameResolutionError(""HTTPSConnection(host='daronft.bitbat.io', port=443): Failed to resolve 'daronft.bitbat.io' ([Errno -2] Name or service not known)""))",1,0.03%
Network Error: 502 Server Error: Bad Gateway for url: https://www.nftmarket.club/nft/,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/BMBALPINEP2/1,1,0.03%
Network Error: 403 Client Error: Forbidden for url: https://ipfs.4everland.io/ipfs/bafybeiasxgajqq3ef377fumun5arwauztifhbuiyxvfuqpthkhmvsgwcqe/1.png,1,0.03%
Network Error: 502 Server Error: Bad Gateway for url: https://ipfs.picblade.com/ipfs/Qmf1WxjA2e4oT5iTVJTtz7dDuCZTykZkQPH6YdwWoTrX6R,1,0.03%
Network Error: 403 Client Error: Forbidden for url: https://ipfs.4everland.io/ipfs/QmU1A8Q9fyCbmVbx4kZ2Kcx1TFg8Pwyu1tLPZSSzagK4dT/1.png,1,0.03%
"Network Error: HTTPSConnectionPool(host='app.api.30sec.net', port=443): Max retries exceeded with url: /v1/finance/Nft/ItalianStyleConnoisseur/1 (Caused by NewConnectionError(""HTTPSConnection(host='app.api.30sec.net', port=443): Failed to establish a new connection: [Errno 111] Connection refused""))",1,0.03%
Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/BMBTOWER/1,1,0.03%
"Network Error: HTTPSConnectionPool(host='bluca-api.bluca.io', port=443): Max retries exceeded with url: /public/api/blucamon/1 (Caused by NameResolutionError(""HTTPSConnection(host='bluca-api.bluca.io', port=443): Failed to resolve 'bluca-api.bluca.io' ([Errno -2] Name or service not known)""))",1,0.03%
Network Error: 404 Client Error: Not Found for url: https://api.usevouchify.com/voucher/1,1,0.03%
"Network Error: HTTPSConnectionPool(host='bafybeigxpchkktmuenhlin2fpu6huffnedt2i5adpa5d64tse7aoyhgtlu.ipfs.dweb.link', port=443): Max retries exceeded with url: /?filename=Ultra.png (Caused by ReadTimeoutError(""HTTPSConnectionPool(host='bafybeigxpchkktmuenhlin2fpu6huffnedt2i5adpa5d64tse7aoyhgtlu.ipfs.dweb.link', port=443): Read timed out. (read timeout=15)""))",1,0.03%
"Network Error: HTTPSConnectionPool(host='nftslands.landian.io', port=443): Max retries exceeded with url: /api/1 (Caused by NameResolutionError(""HTTPSConnection(host='nftslands.landian.io', port=443): Failed to resolve 'nftslands.landian.io' ([Errno -5] No address associated with hostname)""))",1,0.03%
Network Error: 404 Client Error: Not Found for url: https://static.cdn.padma.ooo/nfts/node.webp,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://static.cdn.padma.ooo/nfts/cpu.webp,1,0.03%
Network Error: 403 Client Error: Forbidden for url: https://ipfs.4everland.io/ipfs/bafybeieyrjawwyvufu23waex6fznseltlwsub2cj7iwofslkhyx3ey4gha/1.png,1,0.03%
"Network Error: HTTPSConnectionPool(host='grinchbonknft.com', port=443): Max retries exceeded with url: /nft/1 (Caused by NameResolutionError(""HTTPSConnection(host='grinchbonknft.com', port=443): Failed to resolve 'grinchbonknft.com' ([Errno -2] Name or service not known)""))",1,0.03%
"Network Error: HTTPSConnectionPool(host='prediction.market', port=443): Max retries exceeded with url: /ct/0000000000000000000000000000000000000000000000000000000000000001 (Caused by ConnectTimeoutError(<HTTPSConnection(host='prediction.market', port=443) at 0x7fece458afd0>, 'Connection to prediction.market timed out. (connect timeout=15)'))",1,0.03%
"Network Error: HTTPSConnectionPool(host='openagent.diy', port=443): Max retries exceeded with url: / (Caused by NewConnectionError(""HTTPSConnection(host='openagent.diy', port=443): Failed to establish a new connection: [Errno 111] Connection refused""))",1,0.03%
"Network Error: HTTPSConnectionPool(host='assets.znsconnect.io', port=443): Max retries exceeded with url: /giftCardMetadata.json (Caused by NameResolutionError(""HTTPSConnection(host='assets.znsconnect.io', port=443): Failed to resolve 'assets.znsconnect.io' ([Errno -2] Name or service not known)""))",1,0.03%
"Network Error: HTTPSConnectionPool(host='api.angrybirdinu.com', port=443): Max retries exceeded with url: /api/v1/public/nft/0x25b6A5a77a553fAFECc83111E8a9B762cA4Eb21A/0/1 (Caused by NameResolutionError(""HTTPSConnection(host='api.angrybirdinu.com', port=443): Failed to resolve 'api.angrybirdinu.com' ([Errno -2] Name or service not known)""))",1,0.03%
"Network Error: HTTPSConnectionPool(host='readon-api.readon.me', port=443): Max retries exceeded with url: /v1/ctt/139989/189 (Caused by ReadTimeoutError(""HTTPSConnectionPool(host='readon-api.readon.me', port=443): Read timed out. (read timeout=15)""))",1,0.03%
"Network Error: HTTPSConnectionPool(host='api.bloco.exchange', port=443): Max retries exceeded with url: /contractURI?blockchain=BSC (Caused by NameResolutionError(""HTTPSConnection(host='api.bloco.exchange', port=443): Failed to resolve 'api.bloco.exchange' ([Errno -2] Name or service not known)""))",1,0.03%
Network Error: 403 Client Error: Forbidden for url: https://ipfs-1.nomis.cc/bc-1/0xB374Ca013934e498e5baD3409147F34E6c462389_56_CommonV3_Finance_37fbd47c-8c37-4300-ae52-2813d0a22782.json,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://delfins.io/metadata/0000000000000000000000000000000000000000000000000000000000000001.json,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/BMBBITBOW/1,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://kcwmember.com/nft/metadata/82,1,0.03%
"Network Error: HTTPSConnectionPool(host='meta.space-pi.com', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='meta.space-pi.com', port=443): Failed to resolve 'meta.space-pi.com' ([Errno -2] Name or service not known)""))",1,0.03%
"Network Error: HTTPSConnectionPool(host='bafybeiay5vhliay2fsmclxpf6oq4mo53mdh6tyl4gi6bq2mbrfowkt2vom.ipfs.nftstorage.link', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='bafybeiay5vhliay2fsmclxpf6oq4mo53mdh6tyl4gi6bq2mbrfowkt2vom.ipfs.nftstorage.link', port=443): Failed to resolve 'bafybeiay5vhliay2fsmclxpf6oq4mo53mdh6tyl4gi6bq2mbrfowkt2vom.ipfs.nftstorage.link' ([Errno -3] Temporary failure in name resolution)""))",1,0.03%
"Network Error: HTTPSConnectionPool(host='bafybeidtnb5th6rukwemsavwdqvfvyv4rrxjtzdb3jhfjhzrebckh2n5wy.ipfs.nftstorage.link', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='bafybeidtnb5th6rukwemsavwdqvfvyv4rrxjtzdb3jhfjhzrebckh2n5wy.ipfs.nftstorage.link', port=443): Failed to resolve 'bafybeidtnb5th6rukwemsavwdqvfvyv4rrxjtzdb3jhfjhzrebckh2n5wy.ipfs.nftstorage.link' ([Errno -3] Temporary failure in name resolution)""))",1,0.03%
"Network Error: HTTPSConnectionPool(host='api-v2.apeswap.finance', port=443): Max retries exceeded with url: /bills/%5Bobject%20Object%5D/0x3881ABAE74341630E4838Ca4809478DD668091fB/1 (Caused by NameResolutionError(""HTTPSConnection(host='api-v2.apeswap.finance', port=443): Failed to resolve 'api-v2.apeswap.finance' ([Errno -2] Name or service not known)""))",1,0.03%
Network Error: 502 Server Error: Bad Gateway for url: https://ipfs.cacticlub.io/ipfs/QmP2vVbVtK3VCpP3QhxCpi4ewXZH6vQkncd71ocQXfKH3Y/,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/BMBTHETAN/1,1,0.03%
"Network Error: HTTPSConnectionPool(host='metadata.esfi.io', port=443): Max retries exceeded with url: /era7/token/1 (Caused by NameResolutionError(""HTTPSConnection(host='metadata.esfi.io', port=443): Failed to resolve 'metadata.esfi.io' ([Errno -2] Name or service not known)""))",1,0.03%
Network Error: 500 Server Error: Internal Server Error for url: https://dynamic-nft.hedgey.finance/bsc/0x1bb64af7fe05fc69c740609267d2abe3e119ef82/,1,0.03%
Network Error: 403 Client Error: Forbidden for url: https://cdn.squadswap.com/images/bsc/0x2d2567DeC25c9795117228aDC7FD58116D2E310C.png1,1,0.03%
Network Error: 502 Server Error: Bad Gateway for url: https://play-on-joy.appworkdemo.com/pre-book,1,0.03%
"Network Error: HTTPSConnectionPool(host='app.ttk.gg', port=443): Max retries exceeded with url: /heroes/o/1 (Caused by NameResolutionError(""HTTPSConnection(host='app.ttk.gg', port=443): Failed to resolve 'app.ttk.gg' ([Errno -2] Name or service not known)""))",1,0.03%
"Network Error: HTTPSConnectionPool(host='ipfsgw.nftplayer.io', port=443): Max retries exceeded with url: /ipfs/QmTo6CcKr2UuWrhT5E7sKCRQHDCAu53tSApVWgRx36sLJo (Caused by NameResolutionError(""HTTPSConnection(host='ipfsgw.nftplayer.io', port=443): Failed to resolve 'ipfsgw.nftplayer.io' ([Errno -2] Name or service not known)""))",1,0.03%
Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/BICASSOAI/1,1,0.03%
"Network Error: HTTPSConnectionPool(host='api.openpad.io', port=443): Max retries exceeded with url: /api/key-minting/metadata/ (Caused by ReadTimeoutError(""HTTPSConnectionPool(host='api.openpad.io', port=443): Read timed out. (read timeout=15)""))",1,0.03%
"Network Error: HTTPSConnectionPool(host='metadata.vcgamers.com', port=443): Max retries exceeded with url: /nft/0xaf10c7233e84925898bcff9139b0e942af75c74e/1 (Caused by NameResolutionError(""HTTPSConnection(host='metadata.vcgamers.com', port=443): Failed to resolve 'metadata.vcgamers.com' ([Errno -5] No address associated with hostname)""))",1,0.03%
"Network Error: HTTPSConnectionPool(host='hexanftpools.com', port=443): Max retries exceeded with url: /metadata/ (Caused by NameResolutionError(""HTTPSConnection(host='hexanftpools.com', port=443): Failed to resolve 'hexanftpools.com' ([Errno -2] Name or service not known)""))",1,0.03%
Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/BMBMITCHELL/1,1,0.03%
"Network Error: HTTPSConnectionPool(host='metadata.trustdomains.org', port=443): Max retries exceeded with url: /metadata/ (Caused by NameResolutionError(""HTTPSConnection(host='metadata.trustdomains.org', port=443): Failed to resolve 'metadata.trustdomains.org' ([Errno -2] Name or service not known)""))",1,0.03%
"Network Error: HTTPSConnectionPool(host='footer.infinitygamesnft.com', port=443): Max retries exceeded with url: /nfts/1 (Caused by NameResolutionError(""HTTPSConnection(host='footer.infinitygamesnft.com', port=443): Failed to resolve 'footer.infinitygamesnft.com' ([Errno -2] Name or service not known)""))",1,0.03%
"Network Error: HTTPSConnectionPool(host='api.refe.com', port=443): Max retries exceeded with url: /metadata/ (Caused by SSLError(SSLError(1, '[SSL: TLSV1_UNRECOGNIZED_NAME] tlsv1 unrecognized name (_ssl.c:1081)')))",1,0.03%
Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/BMBTYSON/1,1,0.03%
"Network Error: HTTPSConnectionPool(host='nft.kine.vc', port=443): Max retries exceeded with url: /metadata/0000000000000000000000000000000000000000000000000000000000000001.json (Caused by NameResolutionError(""HTTPSConnection(host='nft.kine.vc', port=443): Failed to resolve 'nft.kine.vc' ([Errno -2] Name or service not known)""))",1,0.03%
Network Error: 404 Client Error: Not Found for url: https://kcwmember.com/nft/metadata/7,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/BMBALPINE/1,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/BMBMCLAREN/1,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/BMBDUCKY/1,1,0.03%
"Network Error: HTTPSConnectionPool(host='makecard.yhaa.cn', port=443): Max retries exceeded with url: /1.png (Caused by NameResolutionError(""HTTPSConnection(host='makecard.yhaa.cn', port=443): Failed to resolve 'makecard.yhaa.cn' ([Errno -2] Name or service not known)""))",1,0.03%
"Network Error: HTTPSConnectionPool(host='panel.digxe.com', port=443): Max retries exceeded with url: /uploads/nft-1762475636068-ehldcxi.json (Caused by NameResolutionError(""HTTPSConnection(host='panel.digxe.com', port=443): Failed to resolve 'panel.digxe.com' ([Errno -2] Name or service not known)""))",1,0.03%
Network Error: 404 Client Error: Not Found for url: https://nft.ageofgods.net/api/tokens/,1,0.03%
Network Error: 403 Client Error: Forbidden for url: https://bnb-api.vimworld.com/v1/box/metadata/,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://graphigo.prd.galaxy.eco/metadata/0x9f471abcddc810e561873b35b8aad7d78e21a48e/,1,0.03%
"Network Error: HTTPSConnectionPool(host='nothing.mock1', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='nothing.mock1', port=443): Failed to resolve 'nothing.mock1' ([Errno -2] Name or service not known)""))",1,0.03%
On-Chain Parse Error: Expecting value: line 1 column 10 (char 9),1,0.03%
Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/STE/1,1,0.03%
Network Error: 500 Server Error: Internal Server Error for url: https://api.alturanft.com/meta/space-misfits-mayhem/1,1,0.03%
Network Error: 402 Client Error: Payment Required for url: https://mint.klickl.vip/nft/metadata/1.json,1,0.03%
