ERROR_TYPE,COUNT,PERCENTAGE
Network Error: 404 Client Error: Not Found for url: https://micro3-metadata-mainnet.s3.ap-southeast-1.amazonaws.com/4e902669818594ed2cb745fc932f9fd4,1,0.03%
"Network Error: HTTPSConnectionPool(host='hero-api.defina.finance', port=443): Max retries exceeded with url: /cards/1001 (Caused by NameResolutionError(""HTTPSConnection(host='hero-api.defina.finance', port=443): Failed to resolve 'hero-api.defina.finance' ([Errno -2] Name or service not known)""))",1,0.03%
Network Error: 404 Client Error: Not Found for url: https://graphigo.prd.galaxy.eco/metadata/0xf64f7ad52a348656674fd4faa58589c30274f5ac/,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://graphigo.prd.galaxy.eco/metadata/0xd708d36addda45ab3e561e573884b7dbfb0f2b94/,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://monstercrypt.github.io/api/metadata/0000000000000000000000000000000000000000000000000000000000000001.json,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://graphigo.prd.galaxy.eco/metadata/0xff77634a0e230baa84120272634ef26f68350786/,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://micro3-metadata-mainnet.s3.ap-southeast-1.amazonaws.com/d143a027007ab716b4d3c37dbdc6c66d,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/BLCKLST/1,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/BMBBT3/1,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://graphigo.prd.galaxy.eco/metadata/0xacddc21a0da2176213230eb41346e1603b63cf84/,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://graphigo.prd.galaxy.eco/metadata/0x7aaed7f95adb2fe92e063b3d753783e2b027f370/,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://api.liquidnfts.finance/collection/exploring-space/metadata.json,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://graphigo.prd.galaxy.eco/metadata/0x0d7e97a074a11d5c0343461f78ca216108cf68d2/,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://micro3-metadata-mainnet.s3.ap-southeast-1.amazonaws.com/0642e63e13efa4f27e7fa3d6b6e61cf3,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/BMBLUNARBOX/1,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://cdn.alchemyfinance.vip/level2/1.jpg,1,0.03%
"Network Error: HTTPSConnectionPool(host='data-platform.muaverse.build', port=443): Max retries exceeded with url: /public_api/boarding_card/item/0000000000000000000000000000000000000000000000000000000000000001.json (Caused by NameResolutionError(""HTTPSConnection(host='data-platform.muaverse.build', port=443): Failed to resolve 'data-platform.muaverse.build' ([Errno -2] Name or service not known)""))",1,0.03%
Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/BMBXWG7/1,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://api.envelop.is/metadata/56/0x724501883ff1e06dda51f0c4f4683fcd09346ab0/,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://graphigo.prd.galaxy.eco/metadata/0x71bbad52f216d99306b13d93ab8598f59ca3075b/,1,0.03%
"Network Error: HTTPSConnectionPool(host='aegis-protocol.io', port=443): Max retries exceeded with url: /agent/alpha (Caused by NameResolutionError(""HTTPSConnection(host='aegis-protocol.io', port=443): Failed to resolve 'aegis-protocol.io' ([Errno -2] Name or service not known)""))",1,0.03%
Network Error: 404 Client Error: Not Found for url: https://graphigo.prd.galaxy.eco/metadata/0x7548913743cb4d3b9b2a014823c793f87514ff23/,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://micro3-metadata-mainnet.s3.ap-southeast-1.amazonaws.com/efe213d44e2bc0f7a924079862d6e273,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://nft.lingape.com/1/contract.json,1,0.03%
"Network Error: HTTPSConnectionPool(host='ipfs.featured.market', port=443): Max retries exceeded with url: /ipfs/QmP9pHLkQMmGpnp6dHiq7QnFmWHbodo7DgRJyxCYoRBuBh (Caused by NameResolutionError(""HTTPSConnection(host='ipfs.featured.market', port=443): Failed to resolve 'ipfs.featured.market' ([Errno -2] Name or service not known)""))",1,0.03%
"Network Error: HTTPSConnectionPool(host='api.avengersnft.com', port=443): Max retries exceeded with url: /api/v1/nft/anft/metadata/ (Caused by ConnectTimeoutError(<HTTPSConnection(host='api.avengersnft.com', port=443) at 0x7f62908d2350>, 'Connection to api.avengersnft.com timed out. (connect timeout=15)'))",1,0.03%
Network Error: 404 Client Error: Not Found for url: https://nft.lingape.com/json/contractURI.json,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/MYCITYXYZ/1,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://micro3-metadata-mainnet.s3.ap-southeast-1.amazonaws.com/09bcdb60f9004d79c881719531b772b8,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://graphigo.prd.galaxy.eco/metadata/0x361a929802c2a9646ce95ab7a2dee08880715b12/,1,0.03%
"Network Error: HTTPSConnectionPool(host='nft.nemogem.com', port=443): Max retries exceeded with url: /1 (Caused by NameResolutionError(""HTTPSConnection(host='nft.nemogem.com', port=443): Failed to resolve 'nft.nemogem.com' ([Errno -2] Name or service not known)""))",1,0.03%
Network Error: 404 Client Error: Not Found for url: https://graphigo.prd.galaxy.eco/metadata/0x40fa6457a8fe09cdebc5ac35c1b1c32705d5b4dc/,1,0.03%
"Network Error: HTTPSConnectionPool(host='metadata.mones.io', port=443): Max retries exceeded with url: /heroes/1 (Caused by NameResolutionError(""HTTPSConnection(host='metadata.mones.io', port=443): Failed to resolve 'metadata.mones.io' ([Errno -2] Name or service not known)""))",1,0.03%
Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/BFIVEYEARP/1,1,0.03%
"Network Error: HTTPSConnectionPool(host='api.invaderz.io', port=443): Max retries exceeded with url: /api/1 (Caused by NameResolutionError(""HTTPSConnection(host='api.invaderz.io', port=443): Failed to resolve 'api.invaderz.io' ([Errno -2] Name or service not known)""))",1,0.03%
"Network Error: HTTPSConnectionPool(host='api.fishyfrenzbsc.com', port=443): Max retries exceeded with url: /api/1 (Caused by NameResolutionError(""HTTPSConnection(host='api.fishyfrenzbsc.com', port=443): Failed to resolve 'api.fishyfrenzbsc.com' ([Errno -2] Name or service not known)""))",1,0.03%
"Network Error: HTTPSConnectionPool(host='app.heroverse.io', port=443): Max retries exceeded with url: /api/hero-metadata/1 (Caused by NameResolutionError(""HTTPSConnection(host='app.heroverse.io', port=443): Failed to resolve 'app.heroverse.io' ([Errno -2] Name or service not known)""))",1,0.03%
Network Error: 404 Client Error: Not Found for url: https://api.lulumart.app/series/10871215192/token/,1,0.03%
"Network Error: HTTPSConnectionPool(host='ipfs.featured.market', port=443): Max retries exceeded with url: /ipfs/QmTpxkZdijEEJyHBFSfJaVGER5d39PPWYdYnz6zcU7ErkB (Caused by NameResolutionError(""HTTPSConnection(host='ipfs.featured.market', port=443): Failed to resolve 'ipfs.featured.market' ([Errno -2] Name or service not known)""))",1,0.03%
Network Error: 404 Client Error: Not Found for url: https://nft.lingape.com/json/2.json,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://micro3-metadata-mainnet.s3.ap-southeast-1.amazonaws.com/dc040b20cf9b30e31b4a1ae040805da4,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/ForeverToTheMoon/1,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/BMBTMAC/1,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/BMBORLINSKI/1,1,0.03%
"Network Error: HTTPSConnectionPool(host='dayofrights.org', port=443): Max retries exceeded with url: /api/card/json/ (Caused by NameResolutionError(""HTTPSConnection(host='dayofrights.org', port=443): Failed to resolve 'dayofrights.org' ([Errno -2] Name or service not known)""))",1,0.03%
Network Error: 404 Client Error: Not Found for url: https://klaythreekingdomsland.s3.ap-northeast-2.amazonaws.com/metadata/1,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/BMBZOO/1,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://graphigo.prd.galaxy.eco/metadata/0xe85d7B8f4c0C13806E158a1c9D7Dcb33140cdc46/,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://micro3-metadata-mainnet.s3.ap-southeast-1.amazonaws.com/984dcda7f000c717a8b293ee380946ee,1,0.03%
"Network Error: HTTPSConnectionPool(host='api.nexora.io', port=443): Max retries exceeded with url: /metadata/legacy/architect/ (Caused by NameResolutionError(""HTTPSConnection(host='api.nexora.io', port=443): Failed to resolve 'api.nexora.io' ([Errno -2] Name or service not known)""))",1,0.03%
"Network Error: HTTPSConnectionPool(host='api.nexora.io', port=443): Max retries exceeded with url: /metadata/legacy/sentinel/ (Caused by NameResolutionError(""HTTPSConnection(host='api.nexora.io', port=443): Failed to resolve 'api.nexora.io' ([Errno -2] Name or service not known)""))",1,0.03%
"Network Error: HTTPSConnectionPool(host='apimarket.mogwar.com', port=443): Max retries exceeded with url: /monster/ (Caused by NameResolutionError(""HTTPSConnection(host='apimarket.mogwar.com', port=443): Failed to resolve 'apimarket.mogwar.com' ([Errno -2] Name or service not known)""))",1,0.03%
"Network Error: HTTPSConnectionPool(host='api.nexora.io', port=443): Max retries exceeded with url: /metadata/legacy/ember/ (Caused by NameResolutionError(""HTTPSConnection(host='api.nexora.io', port=443): Failed to resolve 'api.nexora.io' ([Errno -2] Name or service not known)""))",1,0.03%
"Network Error: HTTPSConnectionPool(host='skinny.lat', port=443): Max retries exceeded with url: /metadata/1.json (Caused by NameResolutionError(""HTTPSConnection(host='skinny.lat', port=443): Failed to resolve 'skinny.lat' ([Errno -2] Name or service not known)""))",1,0.03%
Network Error: 404 Client Error: Not Found for url: https://graphigo.prd.galaxy.eco/metadata/0x10e5068f105dbe84afebaf0b93fedd0a1219ae35/,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/BMBNIP/1,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/BMBTOURNAMENT/1,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://graphigo.prd.galaxy.eco/metadata/0x825e1579b33a952115c584915f04ea22e877524f/,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/EAP/1,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://micro3-metadata-mainnet.s3.ap-southeast-1.amazonaws.com/3c66fe9038fa366117acde2c31880eb7,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://graphigo.prd.galaxy.eco/metadata/0xf27f4bbb603901a041b0393a3a63c8218c27bd03/,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://api.dego.finance/bsccommon/gego-token/,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://graphigo.prd.galaxy.eco/metadata/0xcc125283475a56461037ac357c89d16f2b71c2a3/,1,0.03%
"Network Error: HTTPSConnectionPool(host='s3-nswap-base.nswap.com', port=443): Max retries exceeded with url: /metadata/leggi/0 (Caused by NameResolutionError(""HTTPSConnection(host='s3-nswap-base.nswap.com', port=443): Failed to resolve 's3-nswap-base.nswap.com' ([Errno -3] Temporary failure in name resolution)""))",1,0.03%
Network Error: 404 Client Error: Not Found for url: https://graphigo.prd.galaxy.eco/metadata/0x3c9b727ca448e11960c31c2d35248302ddcd5a8c/,1,0.03%
"Network Error: HTTPSConnectionPool(host='api.adventepoch.com', port=443): Max retries exceeded with url: /roles/1.json (Caused by NameResolutionError(""HTTPSConnection(host='api.adventepoch.com', port=443): Failed to resolve 'api.adventepoch.com' ([Errno -2] Name or service not known)""))",1,0.03%
Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/BMBXWG10/1,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://graphigo.prd.galaxy.eco/metadata/0xa5be68b7218be0805522d605f33165ef8218e967/,1,0.03%
"Network Error: HTTPSConnectionPool(host='beta-api.mar3.ai', port=443): Max retries exceeded with url: /api/metadata/1 (Caused by NameResolutionError(""HTTPSConnection(host='beta-api.mar3.ai', port=443): Failed to resolve 'beta-api.mar3.ai' ([Errno -3] Temporary failure in name resolution)""))",1,0.03%
Network Error: 404 Client Error: Not Found for url: https://xstockssurpport.github.io/BxautBsc/nft-metadata/1.json,1,0.03%
Network Error: 502 Server Error: Bad Gateway for url: https://nftbomb.org/metadata/rare_ki/0000000000000000000000000000000000000000000000000000000000000001.json,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://graphigo.prd.galaxy.eco/metadata/0x5000aecf70a935e49c5a1c8ac3469430a8d39072/,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://graphigo.prd.galaxy.eco/metadata/0x5d242a123273624ed8899c45eecece0408623910/,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://graphigo.prd.galaxy.eco/metadata/0x5c55b77c8a4d6b2ba3a53754af7828ee9058abed/,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://graphigo.prd.galaxy.eco/metadata/0x71b40317311eae588499755c5221898fc60a29e9/,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://graphigo.prd.galaxy.eco/metadata/0x2efc26e37e963d35446e4fef5f914e69208c0613/,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://nft.51shenma.com/api/v1/nft/metadata/56/0xd303d28749554cb5acd6fb2a132695795f2b77a3/1,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://graphigo.prd.galaxy.eco/metadata/0x13d42a7f7ff691ed06bf3ee47b07303389181ada/,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://graphigo.prd.galaxy.eco/metadata/0x74fac8c41996a083a30a11c9507a747fd1d7cd25/,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://graphigo.prd.galaxy.eco/metadata/0x2c598a98f2d4da572190de697a92e33b4f36c64c/,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/BMBMONSTERSCLAN/1,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://micro3-metadata-mainnet.s3.ap-southeast-1.amazonaws.com/0da1a52be4ed326e7cae98104e6468a5,1,0.03%
"Network Error: HTTPSConnectionPool(host='apinft.bunnygirlnft.com', port=443): Max retries exceeded with url: /metadata/genesis/1 (Caused by NameResolutionError(""HTTPSConnection(host='apinft.bunnygirlnft.com', port=443): Failed to resolve 'apinft.bunnygirlnft.com' ([Errno -2] Name or service not known)""))",1,0.03%
Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/CRAZYDUCKS/1,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/QFATHER/1,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://graphigo.prd.galaxy.eco/metadata/0x6657272e0207fa30aa9c816929ae731d6ba2ac76/,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://graphigo.prd.galaxy.eco/metadata/0x7fee146a88885187b40ec228077bb62391a0af33/,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://graphigo.prd.galaxy.eco/metadata/0x129ef4e26672d4cfa4ca4ef5d5771ae444b6edb4/,1,0.03%
"Network Error: HTTPSConnectionPool(host='reiki.web3go.xyz', port=443): Max retries exceeded with url: /aibot-nft-metadata?id=1& (Caused by NameResolutionError(""HTTPSConnection(host='reiki.web3go.xyz', port=443): Failed to resolve 'reiki.web3go.xyz' ([Errno -2] Name or service not known)""))",1,0.03%
"Network Error: HTTPSConnectionPool(host='api.talesofragnarok.io', port=443): Max retries exceeded with url: /v1/meta/avatar/ (Caused by NameResolutionError(""HTTPSConnection(host='api.talesofragnarok.io', port=443): Failed to resolve 'api.talesofragnarok.io' ([Errno -2] Name or service not known)""))",1,0.03%
Network Error: 404 Client Error: Not Found for url: https://graphigo.prd.galaxy.eco/metadata/0xe52aaca943e8e16efea1edae052dc38b26771c54/,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/MMNNCC/1,1,0.03%
"Network Error: HTTPSConnectionPool(host='pandababy.link', port=443): Max retries exceeded with url: /metadata/1 (Caused by NameResolutionError(""HTTPSConnection(host='pandababy.link', port=443): Failed to resolve 'pandababy.link' ([Errno -2] Name or service not known)""))",1,0.03%
Network Error: 404 Client Error: Not Found for url: https://graphigo.prd.galaxy.eco/metadata/0xa5b74a4e2da76d135dbc1e56c460144acde8338c/,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/BMB1INCH/1,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://graphigo.prd.galaxy.eco/metadata/0x43534ab77252dec004a80db0316e35142400b8df/,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://graphigo.prd.galaxy.eco/metadata/0x1e15263659834434bb5a1e2117742ee95875d125/,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://graphigo.prd.galaxy.eco/metadata/0x7aa06d9576e5a05b03613bcf4c171abe5166ae89/,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://graphigo.prd.galaxy.eco/metadata/0xe108a552d7404bdf10be7f6af5f6a1b9d15f2c23/,1,0.03%
"Network Error: HTTPSConnectionPool(host='d5edbn09fjrkm.cloudfront.net', port=443): Max retries exceeded with url: /1 (Caused by NameResolutionError(""HTTPSConnection(host='d5edbn09fjrkm.cloudfront.net', port=443): Failed to resolve 'd5edbn09fjrkm.cloudfront.net' ([Errno -5] No address associated with hostname)""))",1,0.03%
Network Error: 404 Client Error: Not Found for url: https://graphigo.prd.galaxy.eco/metadata/0x66313b787893a783291fa3ab47d96cc82ab745a2/,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://graphigo.prd.galaxy.eco/metadata/0x079c17a050643f91748cad1283272b550ef66a43/,1,0.03%
"Network Error: HTTPSConnectionPool(host='metadata.apemove.io', port=443): Max retries exceeded with url: /0x0F895e307b250d9D2a4b6D448EE0C02764902189/token/ (Caused by NameResolutionError(""HTTPSConnection(host='metadata.apemove.io', port=443): Failed to resolve 'metadata.apemove.io' ([Errno -2] Name or service not known)""))",1,0.03%
Network Error: 404 Client Error: Not Found for url: https://graphigo.prd.galaxy.eco/metadata/0x65da1d5f00fc2671574bcc57de02f466cc050b94/,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://beta.flock.io/api/bnbNFT/scroll?id=1,1,0.03%
"Network Error: HTTPSConnectionPool(host='getmint.io', port=443): Max retries exceeded with url: /api/nft/hyperlane/1/metadata (Caused by NameResolutionError(""HTTPSConnection(host='getmint.io', port=443): Failed to resolve 'getmint.io' ([Errno -5] No address associated with hostname)""))",1,0.03%
"Network Error: HTTPSConnectionPool(host='cryptoultraman.com', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='cryptoultraman.com', port=443): Failed to resolve 'cryptoultraman.com' ([Errno -2] Name or service not known)""))",1,0.03%
Network Error: 404 Client Error: Not Found for url: https://graphigo.prd.galaxy.eco/metadata/0x4e106d4a6895b94ffee91b4a512d867b0da2a4fd/,1,0.03%
"Network Error: HTTPSConnectionPool(host='resource.gamefox.io', port=443): Max retries exceeded with url: /logo/meta-nft-classic.png (Caused by NameResolutionError(""HTTPSConnection(host='resource.gamefox.io', port=443): Failed to resolve 'resource.gamefox.io' ([Errno -2] Name or service not known)""))",1,0.03%
"Network Error: HTTPSConnectionPool(host='beta-api.mar3.ai', port=443): Max retries exceeded with url: /api/metadata/mar3Image/1 (Caused by NameResolutionError(""HTTPSConnection(host='beta-api.mar3.ai', port=443): Failed to resolve 'beta-api.mar3.ai' ([Errno -3] Temporary failure in name resolution)""))",1,0.03%
Network Error: 404 Client Error: Not Found for url: https://remarkable-endurance-production-4509.up.railway.app/api/metadata/1.json,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://graphigo.prd.galaxy.eco/metadata/0x41cc668eb7e8482d945daf6b3bb90c74c3e10d6b/,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/BMBBURO/1,1,0.03%
"Network Error: HTTPSConnectionPool(host='metadata.bearfai.xyz', port=443): Max retries exceeded with url: /metadata/0_0_0_0_0_0.json (Caused by ProtocolError('Connection aborted.', RemoteDisconnected('Remote end closed connection without response')))",1,0.03%
Network Error: 404 Client Error: Not Found for url: https://graphigo.prd.galaxy.eco/metadata/0x26acd9b60d8c7c688dba59134050b6d27c138c81/,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://apigateway.bithotel.io/metadata/QmbquYwt1oQX2fh7kfkLFGPYzDEXGrpjPszFJNk73Lqb2n,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://graphigo.prd.galaxy.eco/metadata/0xacb274d9580ccd6f8ff355fa702340e443a63b3e/,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://graphigo.prd.galaxy.eco/metadata/0xbf92cb44020826478ba6b1e11631991bf7b66a1a/,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://graphigo.prd.galaxy.eco/metadata/0xc328dd18c444c8afbf996d11c8b9f4e62fd50e85/,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://graphigo.prd.galaxy.eco/metadata/0x3a68daed684683834f35544ce791157c04b58442/,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://graphigo.prd.galaxy.eco/metadata/0xf6eda9f47aec2a69d80c1363be90535966928d1a/,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://graphigo.prd.galaxy.eco/metadata/0x178fc3ef672fdb35b4a819b3595b1b8d6df61012/,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://graphigo.prd.galaxy.eco/metadata/0x0273187060aff44cf142c53064d70099e06dd154/,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://graphigo.prd.galaxy.eco/metadata/0xe0278ab8524a7245c17d6716aa5088c50c150946/,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://graphigo.prd.galaxy.eco/metadata/0xe0300ac4f9b55d8cbc52284a93836b9988a2b5dd/,1,0.03%
"Network Error: HTTPSConnectionPool(host='hryct7akg3.execute-api.us-east-1.amazonaws.com', port=443): Max retries exceeded with url: /championship-pass/ (Caused by NameResolutionError(""HTTPSConnection(host='hryct7akg3.execute-api.us-east-1.amazonaws.com', port=443): Failed to resolve 'hryct7akg3.execute-api.us-east-1.amazonaws.com' ([Errno -2] Name or service not known)""))",1,0.03%
Network Error: 404 Client Error: Not Found for url: https://graphigo.prd.galaxy.eco/metadata/0x9b2acb8e7184e228f6d1164281fed53460ba98c4/,1,0.03%
Network Error: 404 Client Error: The specified blob does not exist. for url: https://blackpassmetadatapro.blob.core.windows.net/anbnb/json1.json,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://graphigo.prd.galaxy.eco/metadata/0xb398486ecd914bafb1652f1c1b6c1f98d43349d8/,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://graphigo.prd.galaxy.eco/metadata/0xefee635a3701fbae354f7847c3db36b60484b122/,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://api-zone2.heroestd.com/bounty/bronze/,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://micro3-metadata-mainnet.s3.ap-southeast-1.amazonaws.com/8c2bced00d77328c073621b387fe0a8e,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://micro3-metadata-mainnet.s3.ap-southeast-1.amazonaws.com/b665f8aa5c944d22b38345997cd9acf3,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://micro3-metadata-mainnet.s3.ap-southeast-1.amazonaws.com/aab1b4661e7499d3f069eca2d05fda3a,1,0.03%
"Network Error: HTTPSConnectionPool(host='metadata.doge6packs.com', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='metadata.doge6packs.com', port=443): Failed to resolve 'metadata.doge6packs.com' ([Errno -2] Name or service not known)""))",1,0.03%
Network Error: 404 Client Error: Not Found for url: https://graphigo.prd.galaxy.eco/metadata/0x8bd79db0f34af7305d9c694604d45e41b1b01711/,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://graphigo.prd.galaxy.eco/metadata/0xde787fe4c8f23d3f8042f15f585e28989384aae6/,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://graphigo.prd.galaxy.eco/metadata/0xff30dc3e0c86584cefbc1c249aa251d16559e5aa/,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://graphigo.prd.galaxy.eco/metadata/0x47b4608e69317aa2ebc71148bec5b9f65ead61e5/,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://graphigo.prd.galaxy.eco/metadata/0x8ab86b6fa7158d0401c2fef9aeed3d492f70e34e/,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://graphigo.prd.galaxy.eco/metadata/0x8da74d2903ad651496a8b30bb24972c638671053/,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://graphigo.prd.galaxy.eco/metadata/0x55274f3558b7b8d06a4571e450a17fce7af4c33e/,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://graphigo.prd.galaxy.eco/metadata/0x1b8b6a034abf841509e4592d6e395c24b6e02d3c/,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://graphigo.prd.galaxy.eco/metadata/0x9b0825d24d4350d75571b8086bdfb9522cb88dc5/,1,0.03%
"Network Error: HTTPSConnectionPool(host='app.boxring.io', port=443): Max retries exceeded with url: /json/ (Caused by NameResolutionError(""HTTPSConnection(host='app.boxring.io', port=443): Failed to resolve 'app.boxring.io' ([Errno -2] Name or service not known)""))",1,0.03%
"Network Error: HTTPSConnectionPool(host='metadata.pennywhale.io', port=443): Max retries exceeded with url: /mineowner/1 (Caused by NameResolutionError(""HTTPSConnection(host='metadata.pennywhale.io', port=443): Failed to resolve 'metadata.pennywhale.io' ([Errno -2] Name or service not known)""))",1,0.03%
Network Error: 404 Client Error: Not Found for url: https://testadmin.alchemyfinance.vip/1.jpg,1,0.03%
"Network Error: HTTPSConnectionPool(host='nft.9cc1.io', port=443): Max retries exceeded with url: /dnd.json?t=1 (Caused by NameResolutionError(""HTTPSConnection(host='nft.9cc1.io', port=443): Failed to resolve 'nft.9cc1.io' ([Errno -2] Name or service not known)""))",1,0.03%
Network Error: 404 Client Error: Not Found for url: https://dapp.sfos.io/api/dapp/wallet/NFT?type=0&tokenId=1,1,0.03%
"Network Error: HTTPSConnectionPool(host='api.cryptoblades.io', port=443): Max retries exceeded with url: /nfts/view/bnb/cb-shield/ (Caused by NameResolutionError(""HTTPSConnection(host='api.cryptoblades.io', port=443): Failed to resolve 'api.cryptoblades.io' ([Errno -2] Name or service not known)""))",1,0.03%
"Network Error: HTTPSConnectionPool(host='api.lulumart.xyz', port=443): Max retries exceeded with url: /series/10871215192/token/ (Caused by NameResolutionError(""HTTPSConnection(host='api.lulumart.xyz', port=443): Failed to resolve 'api.lulumart.xyz' ([Errno -2] Name or service not known)""))",1,0.03%
"Network Error: HTTPSConnectionPool(host='coinmax.ai', port=443): Max retries exceeded with url: /nft/max.json (Caused by ProtocolError('Connection aborted.', RemoteDisconnected('Remote end closed connection without response')))",1,0.03%
"Network Error: HTTPSConnectionPool(host='gateway.lighthouse.storage', port=443): Max retries exceeded with url: /ipfs/bafkreicowjen27rapmlogufkjfokccalqbzsbygnabkzts5mcxr62te7ke (Caused by NameResolutionError(""HTTPSConnection(host='gateway.lighthouse.storage', port=443): Failed to resolve 'gateway.lighthouse.storage' ([Errno -3] Temporary failure in name resolution)""))",1,0.03%
