ERROR_TYPE,COUNT,PERCENTAGE
"[http] Network Error: HTTPSConnectionPool(host='bafybeidtnb5th6rukwemsavwdqvfvyv4rrxjtzdb3jhfjhzrebckh2n5wy.ipfs.nftstorage.link', port=443): Max retries exceeded with url: /1.json (Caused by NewConnectionError(""HTTPSConnection(host='bafybeidtnb5th6rukwemsavwdqvfvyv4rrxjtzdb3jhfjhzrebckh2n5wy.ipfs.nftstorage.link', port=443): Failed to establish a new connection: [Errno 111] Connection refused""))",1,0.04%
Invalid URI: unsupported scheme in '2',1,0.04%
[ipfs_gateway] Network Error: 400 Client Error: Bad Request for url: http://127.0.0.1:8080/ipfs/backrooms-og/1.json | [ipfs_gateway] Network Error: 500 Server Error: Internal Server Error for url: https://ipfs.io/ipfs/backrooms-og/1.json | [ipfs_gateway] Network Error: 500 Server Error: Internal Server Error for url: https://dweb.link/ipfs/backrooms-og/1.json | [ipfs_gateway] Network Error: 429 Client Error: Too Many Requests for url: https://gateway.pinata.cloud/ipfs/backrooms-og/1.json,1,0.04%
No URI found on contract (even with exact ID) — Last revert/error: ('execution reverted: Logic contract not set: 0x08c379a0000000000000000000000000000000000000000000000000000000000000002000000000000000000000000000000000000000000000000000000000000000164c6f67696320636f,1,0.04%
[http] Network Error: 404 Client Error: Not Found for url: https://micro3-metadata-mainnet.s3.amazonaws.com/0ab8fd57b0cc3a847e6966d1c74ecb71,1,0.04%
"[ipfs_gateway] Network Error: HTTPConnectionPool(host='127.0.0.1', port=8080): Read timed out. (read timeout=5) | [ipfs_gateway_json] Network Error: 400 Client Error: Bad Request for url: http://127.0.0.1:8080/ipfs/QmfVtN7jPpJCf9grk4xDWjNKCJFukn7BAEinPdFawAj7UG.json | [ipfs_gateway] Network Error: HTTPSConnectionPool(host='ipfs.io', port=443): Read timed out. (read timeout=5) | [ipfs_gateway_json] Network Error: 500 Server Error: Internal Server Error for url: https://ipfs.io/ipfs/QmfVtN7jPpJCf9grk4xDWjNKCJFukn7BAEinPdFawAj7UG.json | [ipfs_gateway] Network Error: HTTPSConnectionPool(host='bafybeih66rmf3u7ugxonvcdae4xkmeru6smm2d5punwmpubpspibgxsseu.ipfs.dweb.link', port=443): Read timed out. (read timeout=5) | [ipfs_gateway_json] Network Error: 500 Server Error: Internal Server Error for url: https://dweb.link/ipfs/QmfVtN7jPpJCf9grk4xDWjNKCJFukn7BAEinPdFawAj7UG.json | [ipfs_gateway] Network Error: 429 Client Error: Too Many Requests for url: https://gateway.pinata.cloud/ipfs/QmfVtN7jPpJCf9grk4xDWjNKCJFukn7BAEinPdFawAj7UG | [ipfs_gateway_json] Network Error: 429 Client Error: Too Many Requests for url: https://gateway.pinata.cloud/ipfs/QmfVtN7jPpJCf9grk4xDWjNKCJFukn7BAEinPdFawAj7UG.json",1,0.04%
"[ipfs_gateway] Network Error: 404 Client Error: Not Found for url: http://127.0.0.1:8080/ipfs/bafybeicsi35u7jig7e4jdqndomg6x6s2dl2c2ggwcss5w3pjsbb2mkqqvu/0000000000000000000000000000000000000000000000000000000000000001.json | [ipfs_gateway] Network Error: HTTPSConnectionPool(host='ipfs.io', port=443): Read timed out. (read timeout=5) | [ipfs_gateway] Network Error: 404 Client Error: Not Found for url: https://bafybeicsi35u7jig7e4jdqndomg6x6s2dl2c2ggwcss5w3pjsbb2mkqqvu.ipfs.dweb.link/0000000000000000000000000000000000000000000000000000000000000001.json | [ipfs_gateway] Network Error: 429 Client Error: Too Many Requests for url: https://gateway.pinata.cloud/ipfs/bafybeicsi35u7jig7e4jdqndomg6x6s2dl2c2ggwcss5w3pjsbb2mkqqvu/0000000000000000000000000000000000000000000000000000000000000001.json",1,0.04%
Invalid URI: unsupported scheme in '/Dasino/1',1,0.04%
"[http] Network Error: HTTPSConnectionPool(host='api-v2.apeswap.finance', port=443): Max retries exceeded with url: /bills/%5Bobject%20Object%5D/0x3881ABAE74341630E4838Ca4809478DD668091fB/1 (Caused by NameResolutionError(""HTTPSConnection(host='api-v2.apeswap.finance', port=443): Failed to resolve 'api-v2.apeswap.finance' ([Errno -2] Name or service not known)""))",1,0.04%
[http] Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/BMBTHETAN/1,1,0.04%
"[http] Network Error: HTTPConnectionPool(host='meta.ait.tech', port=80): Max retries exceeded with url: /12581 (Caused by NameResolutionError(""HTTPConnection(host='meta.ait.tech', port=80): Failed to resolve 'meta.ait.tech' ([Errno -2] Name or service not known)""))",1,0.04%
"[http] Network Error: HTTPSConnectionPool(host='metadata.esfi.io', port=443): Max retries exceeded with url: /era7/token/1 (Caused by NameResolutionError(""HTTPSConnection(host='metadata.esfi.io', port=443): Failed to resolve 'metadata.esfi.io' ([Errno -2] Name or service not known)""))",1,0.04%
[http] Network Error: 500 Server Error: Internal Server Error for url: https://dynamic-nft.hedgey.finance/bsc/0x1bb64af7fe05fc69c740609267d2abe3e119ef82/1,1,0.04%
[http] Network Error: 403 Client Error: Forbidden for url: https://cdn.squadswap.com/images/bsc/0x2d2567DeC25c9795117228aDC7FD58116D2E310C.png1,1,0.04%
[ipfs_gateway] Network Error: 400 Client Error: Bad Request for url: http://127.0.0.1:8080/ipfs/QmYeY5K43FDvXwJPmG8gQQjufXApYLUQVtuzrsfRrQmsuk1 | [ipfs_gateway_json] Network Error: 400 Client Error: Bad Request for url: http://127.0.0.1:8080/ipfs/QmYeY5K43FDvXwJPmG8gQQjufXApYLUQVtuzrsfRrQmsuk1.json | [ipfs_gateway] Network Error: 500 Server Error: Internal Server Error for url: https://ipfs.io/ipfs/QmYeY5K43FDvXwJPmG8gQQjufXApYLUQVtuzrsfRrQmsuk1 | [ipfs_gateway_json] Network Error: 500 Server Error: Internal Server Error for url: https://ipfs.io/ipfs/QmYeY5K43FDvXwJPmG8gQQjufXApYLUQVtuzrsfRrQmsuk1.json | [ipfs_gateway] Network Error: 500 Server Error: Internal Server Error for url: https://dweb.link/ipfs/QmYeY5K43FDvXwJPmG8gQQjufXApYLUQVtuzrsfRrQmsuk1 | [ipfs_gateway_json] Network Error: 500 Server Error: Internal Server Error for url: https://dweb.link/ipfs/QmYeY5K43FDvXwJPmG8gQQjufXApYLUQVtuzrsfRrQmsuk1.json | [ipfs_gateway] Network Error: 429 Client Error: Too Many Requests for url: https://gateway.pinata.cloud/ipfs/QmYeY5K43FDvXwJPmG8gQQjufXApYLUQVtuzrsfRrQmsuk1 | [ipfs_gateway_json] Network Error: 429 Client Error: Too Many Requests for url: https://gateway.pinata.cloud/ipfs/QmYeY5K43FDvXwJPmG8gQQjufXApYLUQVtuzrsfRrQmsuk1.json,1,0.04%
"[http] Network Error: HTTPSConnectionPool(host='app.ttk.gg', port=443): Max retries exceeded with url: /heroes/o/1 (Caused by NameResolutionError(""HTTPSConnection(host='app.ttk.gg', port=443): Failed to resolve 'app.ttk.gg' ([Errno -2] Name or service not known)""))",1,0.04%
[ipfs_gateway] Network Error: 400 Client Error: Bad Request for url: http://127.0.0.1:8080/ipfs/bafybeigt4sookos4f7mu4utvcwieeibljuaobsxhd22elvsjzuse56czri1 | [ipfs_gateway_json] Network Error: 400 Client Error: Bad Request for url: http://127.0.0.1:8080/ipfs/bafybeigt4sookos4f7mu4utvcwieeibljuaobsxhd22elvsjzuse56czri1.json | [ipfs_gateway] Network Error: 500 Server Error: Internal Server Error for url: https://ipfs.io/ipfs/bafybeigt4sookos4f7mu4utvcwieeibljuaobsxhd22elvsjzuse56czri1 | [ipfs_gateway_json] Network Error: 500 Server Error: Internal Server Error for url: https://ipfs.io/ipfs/bafybeigt4sookos4f7mu4utvcwieeibljuaobsxhd22elvsjzuse56czri1.json | [ipfs_gateway] Network Error: 500 Server Error: Internal Server Error for url: https://dweb.link/ipfs/bafybeigt4sookos4f7mu4utvcwieeibljuaobsxhd22elvsjzuse56czri1 | [ipfs_gateway_json] Network Error: 500 Server Error: Internal Server Error for url: https://dweb.link/ipfs/bafybeigt4sookos4f7mu4utvcwieeibljuaobsxhd22elvsjzuse56czri1.json | [ipfs_gateway] Network Error: 429 Client Error: Too Many Requests for url: https://gateway.pinata.cloud/ipfs/bafybeigt4sookos4f7mu4utvcwieeibljuaobsxhd22elvsjzuse56czri1 | [ipfs_gateway_json] Network Error: 429 Client Error: Too Many Requests for url: https://gateway.pinata.cloud/ipfs/bafybeigt4sookos4f7mu4utvcwieeibljuaobsxhd22elvsjzuse56czri1.json,1,0.04%
[http] Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/BICASSOAI/1,1,0.04%
[ipfs_gateway] Network Error: 400 Client Error: Bad Request for url: http://127.0.0.1:8080/ipfs/test | [ipfs_gateway_json] Network Error: 400 Client Error: Bad Request for url: http://127.0.0.1:8080/ipfs/test.json | [ipfs_gateway] Network Error: 500 Server Error: Internal Server Error for url: https://ipfs.io/ipfs/test | [ipfs_gateway_json] Network Error: 500 Server Error: Internal Server Error for url: https://ipfs.io/ipfs/test.json | [ipfs_gateway] Network Error: 500 Server Error: Internal Server Error for url: https://dweb.link/ipfs/test | [ipfs_gateway_json] Network Error: 500 Server Error: Internal Server Error for url: https://dweb.link/ipfs/test.json | [ipfs_gateway] Network Error: 429 Client Error: Too Many Requests for url: https://gateway.pinata.cloud/ipfs/test | [ipfs_gateway_json] Network Error: 429 Client Error: Too Many Requests for url: https://gateway.pinata.cloud/ipfs/test.json,1,0.04%
"[http] Network Error: HTTPSConnectionPool(host='metadata.vcgamers.com', port=443): Max retries exceeded with url: /nft/0xaf10c7233e84925898bcff9139b0e942af75c74e/1 (Caused by NameResolutionError(""HTTPSConnection(host='metadata.vcgamers.com', port=443): Failed to resolve 'metadata.vcgamers.com' ([Errno -5] No address associated with hostname)""))",1,0.04%
"[http] Network Error: HTTPSConnectionPool(host='hexanftpools.com', port=443): Max retries exceeded with url: /metadata/1.json (Caused by NameResolutionError(""HTTPSConnection(host='hexanftpools.com', port=443): Failed to resolve 'hexanftpools.com' ([Errno -2] Name or service not known)""))",1,0.04%
[http] Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/BMBMITCHELL/1,1,0.04%
[ipfs_gateway] Network Error: 400 Client Error: Bad Request for url: http://127.0.0.1:8080/ipfs/lasercat-nfa | [ipfs_gateway_json] Network Error: 400 Client Error: Bad Request for url: http://127.0.0.1:8080/ipfs/lasercat-nfa.json | [ipfs_gateway] Network Error: 500 Server Error: Internal Server Error for url: https://ipfs.io/ipfs/lasercat-nfa | [ipfs_gateway_json] Network Error: 500 Server Error: Internal Server Error for url: https://ipfs.io/ipfs/lasercat-nfa.json | [ipfs_gateway] Network Error: 500 Server Error: Internal Server Error for url: https://dweb.link/ipfs/lasercat-nfa | [ipfs_gateway_json] Network Error: 500 Server Error: Internal Server Error for url: https://dweb.link/ipfs/lasercat-nfa.json | [ipfs_gateway] Network Error: 429 Client Error: Too Many Requests for url: https://gateway.pinata.cloud/ipfs/lasercat-nfa | [ipfs_gateway_json] Network Error: 429 Client Error: Too Many Requests for url: https://gateway.pinata.cloud/ipfs/lasercat-nfa.json,1,0.04%
[ipfs_gateway] Network Error: 400 Client Error: Bad Request for url: http://127.0.0.1:8080/ipfs/bafkreifa5sacafjfcjdb6yicdjhp6vzeh72kzw5tkxoill37pzgfohtdea1 | [ipfs_gateway_json] Network Error: 400 Client Error: Bad Request for url: http://127.0.0.1:8080/ipfs/bafkreifa5sacafjfcjdb6yicdjhp6vzeh72kzw5tkxoill37pzgfohtdea1.json | [ipfs_gateway] Network Error: 500 Server Error: Internal Server Error for url: https://ipfs.io/ipfs/bafkreifa5sacafjfcjdb6yicdjhp6vzeh72kzw5tkxoill37pzgfohtdea1 | [ipfs_gateway_json] Network Error: 500 Server Error: Internal Server Error for url: https://ipfs.io/ipfs/bafkreifa5sacafjfcjdb6yicdjhp6vzeh72kzw5tkxoill37pzgfohtdea1.json | [ipfs_gateway] Network Error: 500 Server Error: Internal Server Error for url: https://dweb.link/ipfs/bafkreifa5sacafjfcjdb6yicdjhp6vzeh72kzw5tkxoill37pzgfohtdea1 | [ipfs_gateway_json] Network Error: 500 Server Error: Internal Server Error for url: https://dweb.link/ipfs/bafkreifa5sacafjfcjdb6yicdjhp6vzeh72kzw5tkxoill37pzgfohtdea1.json | [ipfs_gateway] Network Error: 429 Client Error: Too Many Requests for url: https://gateway.pinata.cloud/ipfs/bafkreifa5sacafjfcjdb6yicdjhp6vzeh72kzw5tkxoill37pzgfohtdea1 | [ipfs_gateway_json] Network Error: 429 Client Error: Too Many Requests for url: https://gateway.pinata.cloud/ipfs/bafkreifa5sacafjfcjdb6yicdjhp6vzeh72kzw5tkxoill37pzgfohtdea1.json,1,0.04%
"[http] Network Error: HTTPSConnectionPool(host='footer.infinitygamesnft.com', port=443): Max retries exceeded with url: /nfts/1 (Caused by NameResolutionError(""HTTPSConnection(host='footer.infinitygamesnft.com', port=443): Failed to resolve 'footer.infinitygamesnft.com' ([Errno -2] Name or service not known)""))",1,0.04%
"[http] Network Error: 502 Server Error: Bad Gateway for url: https://ipfs.cacticlub.io/ipfs/QmP2vVbVtK3VCpP3QhxCpi4ewXZH6vQkncd71ocQXfKH3Y/6603 | [ipfs_gateway_fallback] Network Error: HTTPSConnectionPool(host='ipfs.io', port=443): Read timed out. (read timeout=10) | [ipfs_gateway_fallback] Network Error: HTTPSConnectionPool(host='bafybeiakkekgq74h3j5zr233awgz7nprjbierthqht3j3tybkibsw2yyam.ipfs.dweb.link', port=443): Read timed out. (read timeout=10) | [ipfs_gateway_fallback] Network Error: 429 Client Error: Too Many Requests for url: https://gateway.pinata.cloud/ipfs/QmP2vVbVtK3VCpP3QhxCpi4ewXZH6vQkncd71ocQXfKH3Y/6603",1,0.04%
"[http] Network Error: HTTPSConnectionPool(host='ipfsgw.nftplayer.io', port=443): Max retries exceeded with url: /ipfs/QmTo6CcKr2UuWrhT5E7sKCRQHDCAu53tSApVWgRx36sLJo (Caused by NameResolutionError(""HTTPSConnection(host='ipfsgw.nftplayer.io', port=443): Failed to resolve 'ipfsgw.nftplayer.io' ([Errno -2] Name or service not known)"")) | [ipfs_gateway_fallback] Network Error: HTTPSConnectionPool(host='ipfs.io', port=443): Read timed out. (read timeout=10) | [ipfs_gateway_fallback] Network Error: HTTPSConnectionPool(host='bafybeicrcbn6fa5y5p5f3kpec5xoknsg5vvtbgnrz4nh4kjyq6irzedk2q.ipfs.dweb.link', port=443): Read timed out. (read timeout=10) | [ipfs_gateway_fallback] Network Error: 429 Client Error: Too Many Requests for url: https://gateway.pinata.cloud/ipfs/QmTo6CcKr2UuWrhT5E7sKCRQHDCAu53tSApVWgRx36sLJo",1,0.04%
"[http] Network Error: HTTPSConnectionPool(host='api.openpad.io', port=443): Read timed out. (read timeout=8)",1,0.04%
"[http] Network Error: 500 Server Error: Internal Server Error for url: https://ipfs.io//ipfs/QmfVtN7jPpJCf9grk4xDWjNKCJFukn7BAEinPdFawAj7UG | [ipfs_gateway_fallback] Network Error: HTTPSConnectionPool(host='ipfs.io', port=443): Read timed out. (read timeout=10) | [ipfs_gateway_fallback] Network Error: HTTPSConnectionPool(host='bafybeih66rmf3u7ugxonvcdae4xkmeru6smm2d5punwmpubpspibgxsseu.ipfs.dweb.link', port=443): Read timed out. (read timeout=10) | [ipfs_gateway_fallback] Network Error: 429 Client Error: Too Many Requests for url: https://gateway.pinata.cloud/ipfs/QmfVtN7jPpJCf9grk4xDWjNKCJFukn7BAEinPdFawAj7UG",1,0.04%
"[http] Network Error: HTTPSConnectionPool(host='metadata.trustdomains.org', port=443): Max retries exceeded with url: /metadata/ (Caused by NameResolutionError(""HTTPSConnection(host='metadata.trustdomains.org', port=443): Failed to resolve 'metadata.trustdomains.org' ([Errno -2] Name or service not known)""))",1,0.04%
"[http] Network Error: HTTPSConnectionPool(host='api.refe.com', port=443): Max retries exceeded with url: /metadata/1 (Caused by SSLError(SSLError(1, '[SSL: TLSV1_UNRECOGNIZED_NAME] tlsv1 unrecognized name (_ssl.c:1081)')))",1,0.04%
[http] Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/BMBTYSON/1,1,0.04%
"[http] Network Error: HTTPSConnectionPool(host='nft.kine.vc', port=443): Max retries exceeded with url: /metadata/0000000000000000000000000000000000000000000000000000000000000001.json (Caused by NameResolutionError(""HTTPSConnection(host='nft.kine.vc', port=443): Failed to resolve 'nft.kine.vc' ([Errno -2] Name or service not known)""))",1,0.04%
[http] Network Error: 404 Client Error: Not Found for url: https://kcwmember.com/nft/metadata/7,1,0.04%
[http] Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/BMBALPINE/1,1,0.04%
[http] Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/BMBMCLAREN/1,1,0.04%
"[http] Network Error: HTTPConnectionPool(host='mintnft.kabosu.world', port=80): Max retries exceeded with url: /nft/json/1 (Caused by NameResolutionError(""HTTPConnection(host='mintnft.kabosu.world', port=80): Failed to resolve 'mintnft.kabosu.world' ([Errno -2] Name or service not known)""))",1,0.04%
"[http] Network Error: HTTPConnectionPool(host='mintnft.kabosu.world', port=80): Max retries exceeded with url: /nft/json/0 (Caused by NameResolutionError(""HTTPConnection(host='mintnft.kabosu.world', port=80): Failed to resolve 'mintnft.kabosu.world' ([Errno -2] Name or service not known)""))",1,0.04%
"[http] Network Error: HTTPConnectionPool(host='mintnft.kabosu.world', port=80): Max retries exceeded with url: /nft/json/2 (Caused by NameResolutionError(""HTTPConnection(host='mintnft.kabosu.world', port=80): Failed to resolve 'mintnft.kabosu.world' ([Errno -2] Name or service not known)""))",1,0.04%
"[http] Network Error: HTTPConnectionPool(host='mintnft.kabosu.world', port=80): Max retries exceeded with url: /nft/json/3 (Caused by NameResolutionError(""HTTPConnection(host='mintnft.kabosu.world', port=80): Failed to resolve 'mintnft.kabosu.world' ([Errno -2] Name or service not known)""))",1,0.04%
[http] Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/BMBDUCKY/1,1,0.04%
[ipfs_gateway] Network Error: 400 Client Error: Bad Request for url: http://127.0.0.1:8080/ipfs/bafkreigk5ahcxidhvwwkrjshr46xggtphehhu4f5hmupyqqw4hsy2ounsa1 | [ipfs_gateway_json] Network Error: 400 Client Error: Bad Request for url: http://127.0.0.1:8080/ipfs/bafkreigk5ahcxidhvwwkrjshr46xggtphehhu4f5hmupyqqw4hsy2ounsa1.json | [ipfs_gateway] Network Error: 500 Server Error: Internal Server Error for url: https://ipfs.io/ipfs/bafkreigk5ahcxidhvwwkrjshr46xggtphehhu4f5hmupyqqw4hsy2ounsa1 | [ipfs_gateway_json] Network Error: 500 Server Error: Internal Server Error for url: https://ipfs.io/ipfs/bafkreigk5ahcxidhvwwkrjshr46xggtphehhu4f5hmupyqqw4hsy2ounsa1.json | [ipfs_gateway] Network Error: 500 Server Error: Internal Server Error for url: https://dweb.link/ipfs/bafkreigk5ahcxidhvwwkrjshr46xggtphehhu4f5hmupyqqw4hsy2ounsa1 | [ipfs_gateway_json] Network Error: 500 Server Error: Internal Server Error for url: https://dweb.link/ipfs/bafkreigk5ahcxidhvwwkrjshr46xggtphehhu4f5hmupyqqw4hsy2ounsa1.json | [ipfs_gateway] Network Error: 429 Client Error: Too Many Requests for url: https://gateway.pinata.cloud/ipfs/bafkreigk5ahcxidhvwwkrjshr46xggtphehhu4f5hmupyqqw4hsy2ounsa1 | [ipfs_gateway_json] Network Error: 429 Client Error: Too Many Requests for url: https://gateway.pinata.cloud/ipfs/bafkreigk5ahcxidhvwwkrjshr46xggtphehhu4f5hmupyqqw4hsy2ounsa1.json,1,0.04%
"[http] Network Error: HTTPSConnectionPool(host='makecard.yhaa.cn', port=443): Max retries exceeded with url: /1.png (Caused by NameResolutionError(""HTTPSConnection(host='makecard.yhaa.cn', port=443): Failed to resolve 'makecard.yhaa.cn' ([Errno -2] Name or service not known)""))",1,0.04%
"[http] Network Error: HTTPSConnectionPool(host='panel.digxe.com', port=443): Max retries exceeded with url: /uploads/nft-1762475636068-ehldcxi.json (Caused by NameResolutionError(""HTTPSConnection(host='panel.digxe.com', port=443): Failed to resolve 'panel.digxe.com' ([Errno -2] Name or service not known)""))",1,0.04%
[ipfs_gateway] Network Error: 400 Client Error: Bad Request for url: http://127.0.0.1:8080/ipfs/PLACEHOLDER_CID/1.json | [ipfs_gateway] Network Error: 500 Server Error: Internal Server Error for url: https://ipfs.io/ipfs/PLACEHOLDER_CID/1.json | [ipfs_gateway] Network Error: 500 Server Error: Internal Server Error for url: https://dweb.link/ipfs/PLACEHOLDER_CID/1.json | [ipfs_gateway] Network Error: 429 Client Error: Too Many Requests for url: https://gateway.pinata.cloud/ipfs/PLACEHOLDER_CID/1.json,1,0.04%
[http] Network Error: 404 Client Error: Not Found for url: https://nft.ageofgods.net/api/tokens/1,1,0.04%
[http] Network Error: 404 Client Error: Not Found for url: https://graphigo.prd.galaxy.eco/metadata/0x9f471abcddc810e561873b35b8aad7d78e21a48e/1.json,1,0.04%
[http] Invalid URI: skipped host 'nothing.mock1',1,0.04%
"On-Chain Parse Error: <string>:1 Unexpected ""H"" at column 10",1,0.04%
[http] Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/STE/1,1,0.04%
[http] Network Error: 500 Server Error: Internal Server Error for url: https://api.alturanft.com/meta/space-misfits-mayhem/1,1,0.04%
[http] Network Error: 402 Client Error: Payment Required for url: https://mint.klickl.vip/nft/metadata/1.json,1,0.04%
[http] Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/BMBLAZIO/1,1,0.04%
Invalid URI: unsupported scheme in 'nft/AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAEA=',1,0.04%
"[http] Network Error: HTTPSConnectionPool(host='stage189394753895.candao.io', port=443): Max retries exceeded with url: /api/rwa/metadata?ref=TX%3Afacility%3A1%3Bserial%3Apending&id=0000000000000000000000000000000000000000000000000000000000000001 (Caused by NameResolutionError(""HTTPSConnection(host='stage189394753895.candao.io', port=443): Failed to resolve 'stage189394753895.candao.io' ([Errno -2] Name or service not known)""))",1,0.04%
[http] Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/BMBHEROARENA/1,1,0.04%
"[http] Server returned HTML instead of JSON (from https://www.bakeryswap.org/api/v1/artworks/87e66dcfa8d9442ca84d2ec617ff1429): '<!DOCTYPE html><html><head><script>window.onload=function(){window.location.href=""/lander""}</script></head></html>'",1,0.04%
[ipfs_gateway] Network Error: 404 Client Error: Not Found for url: http://127.0.0.1:8080/ipfs/bafybeiefwsmfrl6t74shd2mlsyjif57zxfelrvxlftk4kfvjytm4dpic2u/common/1.json | [ipfs_gateway] Network Error: 404 Client Error: Not Found for url: https://ipfs.io/ipfs/bafybeiefwsmfrl6t74shd2mlsyjif57zxfelrvxlftk4kfvjytm4dpic2u/common/1.json | [ipfs_gateway] Network Error: 404 Client Error: Not Found for url: https://bafybeiefwsmfrl6t74shd2mlsyjif57zxfelrvxlftk4kfvjytm4dpic2u.ipfs.dweb.link/common/1.json | [ipfs_gateway] Network Error: 429 Client Error: Too Many Requests for url: https://gateway.pinata.cloud/ipfs/bafybeiefwsmfrl6t74shd2mlsyjif57zxfelrvxlftk4kfvjytm4dpic2u/common/1.json,1,0.04%
Invalid URI: unsupported scheme in 'sharehodersCards',1,0.04%
"[ipfs_gateway] Network Error: HTTPConnectionPool(host='127.0.0.1', port=8080): Read timed out. (read timeout=5) | [ipfs_gateway_json] Network Error: 400 Client Error: Bad Request for url: http://127.0.0.1:8080/ipfs/QmPH9dqVgxVRwRLhnJRxEmvaPZtv1GRdSXLSX8J1ZhJMqv.json | [ipfs_gateway] Network Error: HTTPSConnectionPool(host='ipfs.io', port=443): Read timed out. (read timeout=5) | [ipfs_gateway_json] Network Error: 500 Server Error: Internal Server Error for url: https://ipfs.io/ipfs/QmPH9dqVgxVRwRLhnJRxEmvaPZtv1GRdSXLSX8J1ZhJMqv.json | [ipfs_gateway] Network Error: HTTPSConnectionPool(host='bafybeian6yjchmdqfuph3nwmasls6jsws4vwwbpmhxj2v6vacamhy7horu.ipfs.dweb.link', port=443): Read timed out. (read timeout=5) | [ipfs_gateway_json] Network Error: 500 Server Error: Internal Server Error for url: https://dweb.link/ipfs/QmPH9dqVgxVRwRLhnJRxEmvaPZtv1GRdSXLSX8J1ZhJMqv.json | [ipfs_gateway] Network Error: 429 Client Error: Too Many Requests for url: https://gateway.pinata.cloud/ipfs/QmPH9dqVgxVRwRLhnJRxEmvaPZtv1GRdSXLSX8J1ZhJMqv | [ipfs_gateway_json] Network Error: 429 Client Error: Too Many Requests for url: https://gateway.pinata.cloud/ipfs/QmPH9dqVgxVRwRLhnJRxEmvaPZtv1GRdSXLSX8J1ZhJMqv.json",1,0.04%
[ipfs_gateway] Network Error: 400 Client Error: Bad Request for url: http://127.0.0.1:8080/ipfs/bafkreic2ebodmuszkckxugidaktjscy76zsj4hacqah3gvx3uzb3c5xmxe%231 | [ipfs_gateway_json] Network Error: 400 Client Error: Bad Request for url: http://127.0.0.1:8080/ipfs/bafkreic2ebodmuszkckxugidaktjscy76zsj4hacqah3gvx3uzb3c5xmxe%231.json | [ipfs_gateway] Network Error: 500 Server Error: Internal Server Error for url: https://ipfs.io/ipfs/bafkreic2ebodmuszkckxugidaktjscy76zsj4hacqah3gvx3uzb3c5xmxe%231 | [ipfs_gateway_json] Network Error: 500 Server Error: Internal Server Error for url: https://ipfs.io/ipfs/bafkreic2ebodmuszkckxugidaktjscy76zsj4hacqah3gvx3uzb3c5xmxe%231.json | [ipfs_gateway] Network Error: 500 Server Error: Internal Server Error for url: https://dweb.link/ipfs/bafkreic2ebodmuszkckxugidaktjscy76zsj4hacqah3gvx3uzb3c5xmxe%231 | [ipfs_gateway_json] Network Error: 500 Server Error: Internal Server Error for url: https://dweb.link/ipfs/bafkreic2ebodmuszkckxugidaktjscy76zsj4hacqah3gvx3uzb3c5xmxe%231.json | [ipfs_gateway] Network Error: 429 Client Error: Too Many Requests for url: https://gateway.pinata.cloud/ipfs/bafkreic2ebodmuszkckxugidaktjscy76zsj4hacqah3gvx3uzb3c5xmxe%231 | [ipfs_gateway_json] Network Error: 429 Client Error: Too Many Requests for url: https://gateway.pinata.cloud/ipfs/bafkreic2ebodmuszkckxugidaktjscy76zsj4hacqah3gvx3uzb3c5xmxe%231.json,1,0.04%
"[http] Network Error: HTTPSConnectionPool(host='nft.apps.cadinu.io', port=443): Max retries exceeded with url: /v3/56/1 (Caused by NameResolutionError(""HTTPSConnection(host='nft.apps.cadinu.io', port=443): Failed to resolve 'nft.apps.cadinu.io' ([Errno -2] Name or service not known)""))",1,0.04%
[http] Network Error: 404 Client Error: Not Found for url: https://graphigo.prd.galaxy.eco/metadata/0x78585787874723af8c83579a843666c6544477ce/1.json,1,0.04%
[http] Network Error: 404 Client Error: Not Found for url: https://graphigo.prd.galaxy.eco/metadata/0x3b2ae7ef157d96c69c25970fa39f390a4e3ee852/1.json,1,0.04%
[http] Network Error: 404 Client Error: Not Found for url: https://graphigo.prd.galaxy.eco/metadata/0xdafab81005cd902f54be7e4ee2fd9796ae81896a/1.json,1,0.04%
Invalid URI: unsupported scheme in 'URI',1,0.04%
