uri,error,response_status,content_type,is_ipfs_url,metadata,is_ipfs_second_url,img_field,second_response_status,perc_hash_32,perc_hash_64,image_error,metadata_error,extra_fields,response_time,second_url,response_2_time
https://api-bsc.binemon.io/api/gems/metadata/7288,timeout_or_conn_err: Cannot connect to host api-bsc.binemon.io:443 ssl:default [Name or service not known],,,,,,,,,,,,,,,
https://fckqnmehuebqmevkicgz.supabase.co/functions/v1/second-wave-metadata/0,timeout_or_conn_err: Cannot connect to host fckqnmehuebqmevkicgz.supabase.co:443 ssl:default [Name or service not known],,,,,,,,,,,,,,,
https://klaythreekingdomsland.s3.ap-northeast-2.amazonaws.com/metadata/455,,404,application/xml,False,,,,,,,,other content/parsing failed,,17.555518627166748,,
https://gateway.pinata.cloud/ipfs/Qma9nL5sCMNKv5b7mowhTrWM8nvTcZrqJMWx2EotK34YDm,,200,application/json,True,True,False,True,200,d2aaafffb9561025af525000bd6d71de397650848f09ced2b85d1086d0812e7bc918c0a5c2802ffbf4170c33429ae1f9bf5304873dfb3c3fad4110c62dce9e06cc44507b684a33a7c220277c1eeb99e0d6843b5e7eafb9ec4eeedee42f6ff8a02befff013bffd41113fd7c83855d41189059691090516377909167fe9454076f,d2aaafffd404016ab95610252b7fded0af525000affbfef5bd6c61dec32ece74397650842bfede948f09ced294a48569b85d10862aeef304d0812e7b58c1014ac918c0a5ec793603c2802ffbd4d0218ef4170c333ccb3893429ae1f9d4f1210bbf53048729db73853dfb3c3f4d9b3305ad4110c63fbef3012dce9e067132f081cc44507b8bbb90c5684a33a7bd0c6703c020277cd0f23cf71eeb99e01300ccf3d6843b5e56354cfe7eaf99ecf1044cbe4eeedee48704c97a2f6ff8a010669bbc2befff01e3441e7c3bffd4112e4f92fc13fd7c83e2c98f6c855541180ecf3e3490596910ecfb63789051637f8ce28731909167feec4e331c9014076fc6ffe3c030f9f1cf0c7b368cc7f1c1ce6cb964c12fede3de0c1f61824d2847de183cec132b7ab2bc194ee0b3c852598cdf1c79837aea11df1978f133c08009ce3b0739834ea68f343398dc87c5143f3bdf94cd934d063c7331c41c37d80919f1c3c43927684fdc4077e11b0e3b8f3810f3c31a7d2fcf9c20f3811bcf3fdbb271a199863ca7899cc1eee317653f4fb4633fc3326e94013c0efe23237cb465647f6333a7619455215bc62fe078a57764ca2631c4f0914163df9c06e6722f62c4ce26266ef0da2267be120ee7707abac794074ed730487e8389191cdcb169fecb8d8cccdf8849fcc30e09dcdc4049aceb0cdccc7e21c9ac6336cdf03f0fc2982732c89c7f19,,,,1.1195769309997559,https://sograph-static.s3-accelerate.amazonaws.com/dashboard/images/4A9D08E78354CDD86CA38683AA2249F4.png,15.984253406524658
https://ipfs.io/ipfs/QmafmbLqpnFjWaE4V2fwqJvuH8dWuCHjToGfopwbuQtmVs,,200,application/json,True,True,True,True,200,84fd73278f28b3975f14aeda580fc7da2d4b91ace8757a1e20b43b1337ca0ff5f783f06c288d4131325a4fd15c22bc60d96d2c2c72c758692db6f4f9edfc263488c28a049c36e9cd7ece42d3cb49a486c25d3d0c9ce473ded729f0f2c9628123890cb3d7bb5f33f798b3008cc2b8cc8c4b1bdd1a35515930f39d353222a9b233,84fd732729e3c93d8f28b39770e6933c5f14aedadc6e32ce580fc7da2da4cd3b2d4b91ac29b1c931e8757a1e81669acf20b43b13964e36de37ca0ff57fd965b8f783f06c4df10fb1288d4131d20eba64325a4fd1921cf4ce5c22bc60c759659bd96d2c24a1b94db172c75869870c9a472db6f4f9ce4cb6deedfc26342c99649888c28a043d1bcde99c36ebcdf3361a6f7ece42d3d0ec3257cb49a48624c96590c25d3d0c2fc3f93a9ce453de98e69a67d729f0f2307e47c4c962812373336590890cb3d737a36857bb5f33f723069a4f98b3008ccd46b320c2b8cc8cccc864bc4b1bdd1a39ce1af235515930c8079b23f39d35327279f33f22a9b033f339e7913c1b231f83138c79cf1b8e473324ce730630d4d0cf38cf3530f9c7c78c9ce13c633ddb0f384d8352d9c73c381ccb1ac990771c6cccdb236e1332cd81c1f4368c7ce209d391e0cccdcc0c327f332fcc77c98c34a4972f5fc43066e0c933c7f0c631c6c3c9234728cbccc20db23c870cec28c77cce3c3b342732cd65cdc6fa73c27660c93164cd8a1fcda6fe7c6c5b21135a6e045cccf333f231f6c580e427933392c363cb633ccc938b19261b3ddc4f32493fac932e0d733b22372474c299919ea093713364b0b19ce731c3334d11e4ec5919260ed9f373435f69b224e6af1303e6d193318b0c9929229bf90b9956766c293d8e369b4366e64d1e39b63353ca4a,,,,0.03614163398742676,http://127.0.0.1:8080/ipfs/QmW2sszDP72Zs9wti6XXLvurfPA9Eqzk7qj5uYSN9M59mG,0.1019289493560791
https://ipfs.io/ipfs/QmcpcMK7acNtXEWboJnmdj2yeNCnzFKbtFj88Zi6P1Z1vr,,200,application/json,True,True,True,True,200,80dd54af8592ad261f21b5d47857e9a83c2e4661e32d561220f33b842fa24bcdf395f439204d6c712e4f5b8cdb239bcbd22d0e137189365e2d7679dcebdc1b31c0c2ca528cb3cace7c9b03962609e595c25c3c49d8d55cf87371952668e2a3273944a3d99b9eb6d3c8f2138ee2b8d99c79514cd87c55c723c7dcb72783ba3038,80dd54ab15cac64f8592ad26952596691f21b5d4ecad3db87857e9a89d186de43c2e4661279ae346e32d5612aae5921b20f32a84d207ac792fa20bcd5abb5cd4f395f4394ad43b86204d6c714a5a729d2e4f5b8c6a31cc59db239bcb567192b3d22c0e0312cc23467189365e8b0c74cc2d7679dca531bd9cebdc1b3124d32961c0c0ca52d8cac2678cb3cacebb3496ce7c9b039624353c952609e49599ce69b3c25c3c49cb86e326d8d45cf8ce6d934c737195262c790671686283273d326da33944a3d9d322b98e9b9eb6d36336161cc8f213860496e739e2b8d99c8cc9d96779514cd8d86893c63855c7238acc669ac7dcb72731b46f3c82ba3038f333c9c3794a21f993038a656e49a383322cde1c467497060c3c7c9b98f4dc6c1d8f6926631df8f9f18f63287bc719b288c313ccdcf7252e3cff116f81d2e52cec7c3a3339689971d920ecd8e23ed3c77333c61ccb942686e72dcb2470ad24393b6f7b0775d9719d26173893973303c74f979cd09b37d34b7a59766726dd5678c858634664602c349ce6e21c6d6afdb726f3b993933989b8cbb33ff31607c2e1790e4673c4e6366e11dcdca688ca3c17377389a82d2bc9d13647e32f270f6179cadcbc9e899572172c90bcd8cc7173a33193b1633549e26cd3737367372b824cce5c630fd1b09f5f0898ca9b80ee7d13b39727bb266d62789b0f2db22d1b2bc69a4c8c4c,,,,0.10766386985778809,http://127.0.0.1:8080/ipfs/QmPBoWLbayiJY14LkLPh2FL7YBwmMTz5qt7QZFfZDFxCxj,0.03894519805908203
https://meta.defihorse.com/2222,timeout_or_conn_err: Cannot connect to host meta.defihorse.com:443 ssl:default [Name or service not known],,,,,,,,,,,,,,,
https://gateway.pinata.cloud/ipfs/QmZcfcfPvjTPFZwkuTTVcPpXF3Te1BwBxNNvtJVAVqg1Tf,,200,image/png,True,False,,,200,981147fe990555ca1952aa1349fbca3132d6f8e532991da2c4399599e647a1dc69cd0e919314af0b46a14a35592a52f153d8f9ae765a50e46996c03f95b0ad0b6a0de6d4e987639d7ace3c8f46b6b84269f13b73364cc66d659ccecc712bab928647b4a563cd2e64b7238b9866d1f1ad967a64e66b2449a8965a587be69646e7,9811477ea13b9be4990555ca31b5bbc41952aa03953d40da49fbca31ce78442a32d6f8e54ee8c75b32991da29ecfe437c43995990996aa17e647a1dc63f23ba969cd0e91760199bc9314af0b56a178ce46a14a3533706e8a592a52d1b13a26cc53d8f9ae55297a14765a50e4c943bb356996c03be85e9e6195b0ad0b3e445eb96a05e6d46ee7c1bae987639d53f485f87ace3c8f107f244946b6b8426533684669f13b3396386d46364cc66d811ab54c659ccecc7785ba17612bab92d5e1fa128646b4a509d1b93a63cd2a64984f8f68b72283989fa0642366d1f0ad4a56f1e3967a64e64ace15e86b2449a858bec6ec965a187b80abd4ece6964667a6799b06b56fb94aa211cf1a9e5342f0a1885a97e5a7af7b68d469db99389f4e0ee7216b9b1fe6ece955de209a4b619bae19904f8cb436076654a4689666b4e0fbc60bb55a93d2a48dc64a85d5b13d2b1964b6391aed4e62557b8217c3b64fe68710bb87286b596b96ba2b849e165b531489ead3e0d3954cc5aa98771b30bcf8619a857d6f1f449e19a9431a9968e3fe1c4e254bcd36352d6b4257e62ac5b505ab7295509ad64b90ba95957b65a50f813aed564f96616cd4d8f95f2c4d9b70360e2f49169362f96a972314c7849a7e09d398c6699cca9b41a5ce4e7d3f26cf692dce71973d05b39968753986b070a18b5a561eec6d9dfae447264ae7d969aa7b13a852e7,,,,0.29345130920410156,https://gateway.pinata.cloud/ipfs/QmZcfcfPvjTPFZwkuTTVcPpXF3Te1BwBxNNvtJVAVqg1Tf,0.04351639747619629
https://www.okx.com/priapi/v1/nft/metadata/56/0xa7043c3e19637aa88e599c58d93b41e678e99bf6/0x{id},,200,,False,,,,,,,,other content/parsing failed,,0.31052374839782715,,
ipfs://QmXcDwav7Pb9kKpT1NfZ1zMCtu9ZxWmWc3WWHP9KLGp7m9/meta.json,,200,application/json,True,True,True,True,200,c152149e63572f6c1ee6e762dca5e2a16d1bdb9b2e1f1989e31c15868be4a5e776cc6b42b67e5a0fc627163ed9e3c6b439e1cd613349b97a3a5b3b36399333123db4e1c9b72ccce5c14c9ced7d8c66cb3d9a614a965a5994ce6692948ce5a6668c41e624ce496c299c625b1b35e71b12613392c6c609b4d4ce352cb118b50d31,c152149e513331b063576f6df5b331361ee6e763e6ce4f4fdca5e2a3aa0e8e0e6d1bdb9b8b7aec9c2e1f198902a1a9d8e31c179696c658498be4a5e77dce16a776cc6b42510f0626b67e5a0f97337363c627163e8b73b338d9e3c6b4aa00a4b439e1cd695e9e8f4f3349b97a75ad8ecf3a5b3b36b94b589939933312a25f59b93db4e1c9ecbe1618b72ccced99b0a526c1cc9ced1b216f6f7d8c66cb56735a023d9a6b4e6464703a965a5994995ab4f5ce6692dca99c8dad8ce5a666619989ca8c41e6246c69fb92ce4b6c39587273319c665b1b18b7860535e71b1233e5cccd613392c666624ce4c609b4d4ecce766ace352cb18d8c263218b70d31830b61a07992c969e33391b133d9b949d631b1b33107b6db9d9d2f2739b3c6c7318c4f471c7acca66660c1c98e39c70c4c60d198ceec43058cc99c9c989361c799db8e4c493cb1ce73f3c467361e090c64e672633508ce1a66ee3232cd3c2672c38f331ecd699274e39391ca82e2d93cb73998f16e7bc7199c1898331e30666b099993391a7516634933e39979f6cb16da71e1cd84686b9e9e5cd8cc867924c594dcccce4d6f30c52d85c66738a6190c6da66663b6b965025b667666439cb4e3534f1b8c79cc12cc76d3139c31de5b0c7692663135186f9e4db4e431e618b3c309258b3179ebba61b369bb19b0acc33332593153ce3ced330e1a58c64e1c37c38d92d8c6,,,,0.033910512924194336,http://127.0.0.1:8080/ipfs/QmPuR6MbjxYGQArdKUHGGuNKeNFNXTJsrbu89X1FdLYHzW/pre-reveal.png,0.025660037994384766
ipfs://QmNSw4EkKfoqAymaZ2fLxW8QBLvEjArk219E1xV9fBehAw/2.json,,404,text/plain; charset=utf-8,True,,,,,,,,other content/parsing failed,,0.02452993392944336,,
ipfs://QmWhPMbnRF8T3VRxBMVKRzAuj6QfprcoJE9rBcH2NGs5S7/meta.json,,200,application/json,True,True,True,True,200,c85005406a82a08a352a5aaff5ab4aa476a52a56d26d9a16136ed2b66cdab4a936d5a549d695a94969324cb3695a54b66d6952b6c92c5b354936c92bd6d4a56a36edb24a6d2d7ad336db6499d6d3a42c36d6b52d4ad2d5bb3a924c92692d6a966d295a556eda526d3ad6b64e692da2166d2d2b6bd6ad2d443324a916d252d9bb,c8500540415014516a82a08a097f57d5352a5aafbeabfabff5ab4ab5b694282876a52a56aad5af6ad26d9a16cad5a14a136ed2b6fd2b5abb6cdab4a9552a56b036d5a549afda66add695a949a252a92469324cbbb72e59b3695a54b2512c428a6d6952b6ca95ab4ac92c5b3572d5ab424936c923364ad9a5d6d4a56aad5a54ad36edb24aedda36a96d2d7ad34ab5aad336db649bdb24c992d6d3a52c99224db236d6b52db4c91b644ad2ddbb16ad9b443a924c925225ca51692d6a976952b49b6d295a55685ab4286eda526d369a20a83ad2b64e95a64891692da216c9b248916d2d2b6b6b6d9a76d6ad2d5c936c9b263324a916b52edba6d252d9bb66d1a56a36dad64b52d5a74df6d9b649d295a6486dad24952d5a449ad5b764b52d5a44923adadb6ed7a95aa54b5adb36c926d9256b72cdb76956d52a99264c9b9265a9522dad5a5695ad4a5324d9325695ad4acd6ec9a74972dbb4e4096c5b4952d6b4d66b6adb4a5ad2958a96a5b4936dda556a3da5a45b2499216499364cd295a54a953ad224b7692a52992cc9a4ad695a575b6edb524c924db35296d25ad695a52cb536b6d89694a525052924db4b12c5ab766b5a5b49924c93161b7264ad295a95a9692d2d496ed2a5693dd95a4b5694ab4426d9b652d4b576952d2da4b5692b36c96925a5ad2969454b96d2d9b4ad2a58b6b6da6496959254b596924a5ad694ab46,,,,0.03324174880981445,http://127.0.0.1:8080/ipfs/QmcELsQcf7yXECQBjgnic6JtukoXn6pHvJXwpxVh9UfzWJ/pre-reveal.png,0.032802581787109375
https://gray-accessible-scallop-737.mypinata.cloud/ipfs/bafkreihe66ixkewsehbfe4bjxxibutvzm564mwnej7rrb7ao44vkg24pwq,,200,application/json,True,True,True,True,200,8d5ca95acf1caa5631a3572f72e3668d33e3c6e3c18b991ecf8c18fcaf9c19e2d2a3470c0e7467e9ce6cecc131d33f1e318719f6c1131c0c39d46376cc8cc9d1cd5cac183566c367ce63e6cc8e72670e31a689f373893e18b86711336550aec1899c74cc52af59b32fb196c8ce6e6326c6a8478633b116ccc66f19312e731e19,8d5ca95ab6e33d7acf1caa56611cc7cb31a3572f1a9c621772e3668d8e5318b833e3c6e3cd1cc3c9c18b991e32e07736cf8c18fc617388c9af9c19e2e2a7c8d1d2a3470c3ec477360e7467e9cd9dcac1ce6cecc19f4b3c3a31d33f1e30ece306318719f66335c8c1c1131c0c36e33dba39d4637e09bce34ecc8cc9d1c31b0c36cd5cac18b18b1d1c3566c36708aec3cdce63e6cc6e613cb38e72670e68bd99c131e689f39f46e60f73893e1873512eaeb8671133719bd24de550aec18e4e2d3a899c74cccc793b7152af59b38917b8332fb196c83ecc479cce6e63267173b0cec6a8478e731cccc733b116cc39dc67bcc66f1931886338752e731e1987170e31b163e34678d8730ec1dcd8c60c6598cd3b983ccc4798cde0f067e92730c873078c58e6390e66c6788d1ce719c1fb8e70b057a9263864f32f2d7338dd0f8e09d8ce639981f11338eeb05b1c7e2e24c757319ce2c78cdcc738b15cef19f899987152a9523e0fb4c7f35ead54c7e2773aacd6ab1f1c70e318cea156ab7701ae45eeaf44ecc1f618e631d0730338319cdc33ad72e31193982e314f8c5cc4ce61e6ced06b113f0de719cd2f51afc9f30a3d42ad5ca8666662c73ab05ce126339cc63037a18e88739c6633c84e61778c6399cdafd06639ce2319ca72a35739f1d53887c8ed51e60ca4c65c0ea31cccee1cc638f07391363198e343915cea460c671838,,,,0.020145654678344727,http://127.0.0.1:8080/ipfs/bafybeihytnkr2kukdnyqtrcr5qohzhmpjsawbztijghavp3tr65ym6vtci,0.0217440128326416
https://nft.pancakeswap.com/v3/82,,200,image/png,False,False,,,200,94444545c6461e3a10514145d99b18dc111111443871e666444444543464e189454411193879f3275111146639b364cc1144446ec6ccdf32444459bbc74f9999105173efdb93367611106eeed6ddcccd454dbbbedccfbb334513bbba776666cd1456eeff67666cf7105beeef6d9db66c1cdbbbeb67199933516fbeef967266cc,8444414504450511c6461e32631e7993101141451111144499991898d338ccec11111044444446113831e2664cc6639b44444410511059c23464e1893679866445441119411c79fa3839f3279cc7339a51111466fbbe6dbb39b364cc6731c6691144446eeeebbbaec64cdb32ccc639b3044459bbbaefeeaec74f9999331c6cc9105173efbbbbbeeedb9336724cce199b11106eeeeeeeeefb96cdcccc99366626444dbbbafbbbbeee9ccb133326c99b0c4513bbbaeeeefbfb676666cd99333db61456eeebbbbaebbf63266cb664cce679105beeeeeeeeeb9f499da66ccd7198631cdbbbebbbbbbba66519993370ce6659512ebeebaeec91149672664ce739993b456eeeeefbb114409cd8c39b99c66c8e410fbfbaee44445198d999c666199326419bbfaeed1114519ac666c99b3619c60676efbbb044411167cc99b339cc6330147bebeec451444163260c6c6539bce5107beeef1111111449963738d926673114cbbbeb94544444648cd9b664c9a64911cfbeef1444111036326619926599b3432ebbbf111144449cd99373999b664d419efbbc4544451192732ccd366cd93641beeee6455111199ce673679d9b39cc666fbbb91141133b99999997330cce3711bbaee9144444eb73266ccccf3339cc44efaef9145116eecd9e733659cc65b9137bbbb914441bbae999ccce6639332518faeee4111046ee666666599b666cd9,,,,0.19316983222961426,https://nft.pancakeswap.com/v3/82,0.2346940040588379
https://game2.summonersarena.io/hero/v1/stat/nft55648,timeout_or_conn_err: Cannot connect to host game2.summonersarena.io:443 ssl:default [Name or service not known],,,,,,,,,,,,,,,
ipfs://QmSLFBXUiJe6nDnTXpUrV2B3VFuBrn9J11NFGGX87b5QUK,,200,application/json,True,True,True,True,200,f7274bc0d74743c0c74f6654b4b5eb4d2c70d8384b9b349a29d8d4b2b8765c64c70727ccc78726d3db71d87139f8d0b624d9b39ea63e3e199b26666ccec0c5c664c9c9b363931a791332760c186cf496bccc8d27e5cb4b69c727c0c04b2596b23858963f38da6ccdde32498cce2cc390e6cdb67127db3c640532d99f1130da37,f7274bc0e8e81b36d74743c0e8695b2ec74f66546c4b4ae8b4b5eb4d750fb4d22c70d8383f06b6374b9b349a1f13072729d8d4b2171681cfb8765c64c234d3dcc70727ccc0ccf13cc78726d389e96c31db71d8713e3b1e1b39f8d0b637030cc324d9b39e6106e3a0a63e3e199d8cf3c49b26666cccd9d849cec0c5c6c7784d3c64c9c9b38b2607de63931a79349316d31332760c369b6093186cf4964b6de924bccc8d274d27182ce58b4b69a492734bc727c0c0e83847b64b2596b25a698cb43858963f16dbc0db38da6ccd25d2f273de32498cc924b366ce2cc390d92c0f8ce6cdb67134f94c9827db3c6426f1f0510532d89f8f27f2721130da339e026f86b86f36e27c588d97e8cf67c4617c93dbcedec9ac3376525c0618d933b65b686c1171b24feb49f8d21023268e49819793fe1a4da514f60f27fe1c19e9167e414665a433ccc96cd2cc07a7f21b8b09c2d80731cc3726134b3093181c662df2d8d2f9d60fecc97d92c3eee6078935db2726eeedbe6b724a7ddc2fccf0666b25fad811b2e115cb31f33001738d99b89b4e36d0359be078de1edff81c32635d0c93cbbc986ccd8f49676706038d8d0bc3647603229b3dc9ced8da118426618fbb9b1bf84524d3363b0e37fc658d96716426522cc4992ed1cdf3c90f8c324d8f9b596983b364cb2d1379b6c3f3c5926930f69a71de9bb4d86197923c5c366d96db4f64,,,,0.026679515838623047,http://127.0.0.1:8080/ipfs/QmUxsqr8KQCxGjP8DMWa7XaazokrF3SXKwVkxzPszM4VHM,0.02286839485168457
https://api.rebate.fun/api/sbt/metadata/0x25fe0817aA4C8D65978bBb78C84c5c8d347A57dc/0,,404,application/json; charset=utf-8,False,True,,False,,,,,,"['success', 'message']",1.0835683345794678,,
https://qapi.qorpo.world/api/v1/public-blockchain-data/nft/aneemate-stickers/15813,timeout_or_conn_err: Cannot connect to host qapi.qorpo.world:443 ssl:default [Name or service not known],,,,,,,,,,,,,,,
ipfs://QmbBB1WC4hvXstDzmBJDT7Z4WQjhxwyuNS5dVbHBHyJTVE,,200,application/json,True,True,True,True,200,81f03c164bd705808ebf04b47c2bf0bc0e61fe0d607d08a86301e7cf0672c74f7e47c259ef13db59847ad058dc78de0dc63587a037a7a1a3732137a06e2f6c3f0b5e6c09d192c3e890b55a1f9bb5cb40c1e3a50f718d703c239c2cfc609f354970f0f62b39e942c0393f8fd3d530f60ec1fc3cbc8b0f3e127b0f0f5e33c671f1,81f03c16d919b3b14bd70580d85f93058ebf04b49f9793067c2bf0bcbb3393e50e61fe0d87a7e30c607d08a883e4a16c6301e7ef806ff8f80672c74f0a2f780a7e47c259dc68fc08ef13db585d4b2fc3847ad05868590dfadc78de0de0c14158c63587a006bb1e5c37a7a1a3fc9edafc732137a004c0debe6e2f6c3f07f8de380b5e6c29e429e728d192c3e80b2dc7ed90b55a1f682c480d9bb5cb40bfc6eff1c1e3a50f92fe1c43718d703c7e04d0c6239c2cfc2e70b467609f3549343fb0f770f0f60b73a0378639e942c01e0600ee393f8fd3bc36f8cfd530f61e51a103c0c1fc3cbc612730bf8b0f3e129d30b1c07b0f0f5e11b300fa33c671f1c3876e1322f4f6231b8e6718f706c27e3da2307f359ce3d9cfa79e12699c33917c3c9216e180bc1ea048d3d240f387d1870fc6ce3ad720e16c8d2e4e3a423e7b60c08f699478de2b47cade6cc5e490ba52c3c2c68f0c979cc870ce701d3b948e2fe0f870cb7a398ce727c38ceb836e799ce45b9818bf4fc47056a9d3169c6c6f1e47859ab0f07f21d18f27e1e0f2c1a0733d21074f4e1de7ce7a2d6e2f033cb783cf75b1e9e1f43e96387e11c1e98ce39ce43ccede63cb0f1185a48fb23c43289e39e07116ac71e39a1c68c6e633f18c7387891ecec764b98e31e1f01ccf4c39ac1d3c7478db1a99f1cf0f0de0d31a1183dae7a182b4c616bc5ad6f4370c387624e35696,,,,0.022992849349975586,http://127.0.0.1:8080/ipfs/QmQTn6kfVRXJNmjag54oL5Q5Svhxcmbnsrif1kgwT93HsK,0.039398908615112305
https://api.rebate.fun/api/sbt/metadata/0x3CF15Bb8dcad0DBcEf5b942e26Ee3a1E43629cF1/0,,404,application/json; charset=utf-8,False,True,,False,,,,,,"['success', 'message']",0.8792967796325684,,
ipfs://bafkreigmbth5us5uq4vryupzydse7uoqfeap7fbzj3migrhsro2giehheu,,200,application/json,True,True,True,True,200,ee74e2956dc9166293891b6acc12e549d136e4d1da4d26b79d5b271c93f49a319dc98566b5b3e44cf0f65ad9e52b496666247a2d6e791b9b6f2185a21accd467d8190982d886e6a4c8907a5dcdf663b98fc6ea4d9b76a94b914e94b63611bc4ab452cdb361395af456646d0bc3eb972649af10d9069a950be49a56e8a4285d9b,ee74e295397128586dc91662b754a9dd93891b6ac68ed7a7cc12e54989caa676d136e4d129736950da4d26b7126d5ba99d5b271cbcdd9a6d93f49a314dac14c29dc98566cf634196b5b3e44cb25b7369f0f65ad9a5b06649e52b49669935cc9466247a2db08edc366e791b9b2cdcee476f2185a2574b85931accd46fa77bb136d81909826db1a340d886e6a4d92b6499c8907a59ba1d58edcdf663b91ce4f64c8fc6ea4d93c644939b76a94b2672d998914f94b66cb123493611bcca421936b7b452edb36d389b6661395af4db8d2ee45e646d0b8b5a6493c3eb9726b578c84c49af10d997cd24c9069a950b2572e1b3e49a56e8dc969b3ea4285d9b0b0326d136256766e426db37ac2450b99a49924c69bd8b3727e96cc148c6a520d4de95bb49c9d8953b19664a4bcd2e4e46a46db21b109cf97a1edb374f314ad7293168ccde37ad09d0f49e8d3217f2363b199249f06da94a9f64e48e307ebd6932dc1a9337c257cc8e1321f3a7ca599990c0ddb68696272646931b61a40392d6a962e536cc3dba7231e89a5ac83c8dc95736a74159e94e733168d49e19e8642a56b92f4b12f246b53a84e5b727a75239fca99a1ee527798dcad66fe5f5271bd42643d0acb92999dcc3333a09db6dac47626d4be532588ccc65b1b09a0ed342393a944ed34b72e426dad589f44a4653909946663b5ac52b731c6ca9c672c4bd69ad4bb13c,,,,0.024377822875976562,http://127.0.0.1:8080/ipfs/bafkreiesvjdv6blm64agtkdx7uwif2gnonwluoleth3medafmcuyxj2trm,0.026313066482543945
https://file.coin98.com/stake/bsc/9898919937858893,,403,text/html; charset=utf-8,False,,,,,,,,other content/parsing failed,,0.07250857353210449,,
ipfs://bafkreicaahetpvsh32e6bayn6pwprobauala3fwelfitnmn4j47rlaz3le,,200,application/json,True,True,True,True,200,ea6fb4fd8cc08877f114270d0cbf4b5edf65e140b0d29c61fa2674a1c47a17983f902b2e94abd16e094b729df7542e992dea08954a95a56fe099579bd54a2a415eee98e74e6957edc60e61d671f0eb2c417a9618228b52b5be256f993755c45a01f8e4b9168b9ce636a11ad71655a631b3d3a50aa644da94a2f956b4d8272b5a,ea6fb4fdb9d11cf28cc08877732b1cd5f114270d86ef9b7f0cbf4b5e66006328df65e140a59ce326b0d29c61b3eee186fa2674a13a4533e6c47a17995e3508333f902b6e78bba85b94abd16eb5151dc8094b72bd9d691c08f7542e992c6aa61f3dea0895a35247a54a95a56fc6e4e722e099579b60b2e330d54a2a41baf1b1ea5eee98e7777958f44e6957ed09669885c60e61d678130c5b71f0eb2d1ffc1658417a96189ccda202228b52b54e4ec71fbe256f99c5ac659e3755c45ab37d726101f8e4b939003a66168b9ce68473dcf936a11ad76b2b5ca91655a63109a21c19b3d3a50a994ce55aa644da944d9f4adfa2f956b45d8634a8d8372b5ae448226780a29df17f3ef15ff46995e671081ff1b2cb5a42709738c5996450a8ee61af3d9ee4fc1e40fb4f1ab8cac611d995cd801d91d5ebc6810cb6b25f5a1ec5ea70ed9626babd2c0630b05308e9d235e37b7c71b78753a144726f639d186a46db45ba689768648dfbe7957a3627c5fa192915226c105e3e94ad4a46ab93ea80afc00eea9669255e375a550f1679dda264a6462798d1f0e3aaa872cd8c1a0ade53ccb0e76ec6ad145062a4270a08644cd22dd19d9d95d7b83275aaad18f0a281e9c1fc8d364b9b97a91e1b6a7cc7d74054b663cd8e1c456fdcb67b7765775bb209d60149be4da800add7d1d9b2ae2dffe02a0e67f53f248215bc2648c30844df329bb7,,,,0.034726858139038086,http://127.0.0.1:8080/ipfs/bafybeibryv4p2prnet33ni3whpdccin3kunqpjagfy6oxymmqst2kqgo6i,0.038350582122802734
https://dao-api.oneworld.xyz/v1/nft//5,,404,,False,,,,,,,,other content/parsing failed,,0.8399150371551514,,
https://micro3-metadata-mainnet.s3.ap-southeast-1.amazonaws.com/efe213d44e2bc0f7a924079862d6e273,,403,application/xml,False,,,,,,,,other content/parsing failed,,18.712862014770508,,
ipfs://QmQdWY3Ra8yHkHL83Ukw3pxWiuL13ighCfD9TbaTGEDCi6,,200,application/json,True,True,,,,,,Not a valid URL,,,0.023912906646728516,,
https://micro3-metadata-mainnet.s3.ap-southeast-1.amazonaws.com/1f462bb8e57e6d7489ab7b8cc58ab675,,403,application/xml,False,,,,,,,,other content/parsing failed,,18.74562430381775,,
https://sinverse-nodeapp.ediiie.com/api/metadata/704,timeout_or_conn_err: ,,,,,,,,,,,,,,,
